bangla_token,ipa_token
পূজাকে,puɟake
মিশেলের,miʃeler
অ্যালাউ,æla͡u̯
অনার্সের,ɔnarser
ডিডি,didi
হারুন-অর-রশীদের,harun-ɔrɔ-rʃid̪er
পুরনো।,purono।
বলছে-০,bolcʰe-0
গড়লেন,gɔɽlen
জয়কামতা,ɟɔʲkamɔt̪a
"‘ট্যান’,","‘tæn’,"
বিআরটিসিকে,bi͡a̯rtiʃike
নেছারাবাদ,necʰarabad̪
কিলারও,kilaro
করিডোরে,koridore
"সংগ্রাম,","ʃɔŋgram,"
নেট,net
"এভারগ্রীন-৯২,","ebʱargrin-92,"
মুরতাজা।,murot̪aɟa।
ওয়েজখালীর,oʲeɟkʰalir
সংখ্যা-৯৪।,ʃɔŋkʰkʰa-94।
ওঠায়,otʰaʲ
গোয়াইনঘাটে,goʷa͡i̯ngʱate
অ্যাডভেঞ্চারকে,ædbʱencarke
পাট্টাখাইয়া,pattakʰa͡i̯ʲa
উইমেন্স,u͡i̯mens
‘উৎসে,‘ut̪ʃe
ভৌতিক,bʱo͡u̯t̪ik
‘খেলিছো,‘kʰelicʰo
প্রাণভয়ে,pranbʱɔʲe
বোমাটির,bomatir
নভিদ,nobʱid̪
এখলাস,ekʰlaʃ
আইআইটিবির,a͡i̯a͡i̯tibir
ব্রুনাইয়ের,bruna͡i̯ʲer
সোনাজয়ী,ʃonaɟʲi
যাবা,ɟaba
"অধ্যক্ষ,","od̪d̪ʱokkʰo,"
লয়ে...’,lɔʲe...’
নীতিগুলোর,nit̪igulor
অভিযানকারী,obʱiɟankari
আঙ্গিনায়।,aŋginaʲ।
বড়–য়া,bɔɽo–ʲa
স্টান্ডার্ড,standard
‘অনুষ্ঠান,‘onuʃtʰan
হাদী,had̪i
রিভোলি,ribʱoli
সুরাকান্ত,ʃurakant̪o
ঐক্যজোট।,o͡i̯kkoɟot।
গুরুদণ্ড,gurud̪ɔnd̪o
মঞ্জুরুল,mɔnɟurul
অফিসকে,ɔpʰiske
আনছের,ancʰer
করাননি,kɔranni
এআর-১৫,e͡a̯r-15
নিচে।,nice।
উচিয়ে,uciʲe
চেষ্টামানিকগঞ্জ,ceʃtamanikgɔkɟ
না—এ,na—e
সপ্তমবারের,ʃɔpt̪ɔmɔbarer
চেহারা’,cehara’
পুরস্কৃত,puroʃkrit̪o
পার্সিয়ান,parsiʲan
চরবালুয়া,cɔrbaluʷa
মগ্ন,mɔgno
অধ্যাদেশে,od̪d̪ʱad̪eʃe
সুপার),ʃupar)
পুরস্কারপ্রাপ্তির,puroʃkarprapt̪ir
বিশৃংখল,biʃriŋkʰɔl
রিটু।,ritu।
ছাত্রী;,cʰat̪ri;
নবীব,nobib
ফাজা,pʰaɟa
বিঘ,bigʱ
হোর্হে,horhe
আমিনা,amina
হৈচৈ,ho͡i̯co͡i̯
মশা,mɔʃa
মুষ্টিবদ্ধ।,muʃtibɔd̪d̪ʱo।
দরুন,d̪orun
সাধারণদের,ʃad̪ʱarond̪er
তুহিন।,t̪uhin।
প্রবৃদ্ধিই,probrid̪d̪ʱi͡i̯
অনিমা,ɔnima
আদিত্য,ad̪it̪t̪o
নৌকাযোগে,no͡u̯kaɟoge
পড়েছিল।,poɽecʰilo।
দেখেছিল।,d̪ekʰecʰilo।
আরাফাত।,arapʰat̪।
গুর,gur
নীতিবোধ,nit̪ibod̪ʱ
কাঁচাবাজারগুলোতে।,kãcabaɟargulot̪e।
বরুন,borun
যানবাহনকে,ɟanbahonke
শুইয়ে,ʃu͡i̯ʲe
খবর:,kʰɔbor:
আল-আমিনের,al-aminer
চোপড়া,copɔɽa
আগাছা,agacʰa
খালিদকে,kʰalid̪ke
টেন্ডারবাজি,tendarbaɟi
পানপট্টি,panpɔtti
(আইওজে),(a͡i̯͡o̯ɟe)
গুলজার,gulɟar
সাম্য,ʃammo
কর্মিসমাবেশ,kɔrmiʃɔmabeʃ
কাজির,kaɟir
প্রণালি,pronali
মিলছিল,milcʰilo
রানওয়েতে,ranoʲet̪e
সিফাত,ʃipʰat̪
দিনমজুরির,d̪inmoɟurir
চকচকে।,cɔkcoke।
রিলেশন,rileʃɔn
শাহবাজ,ʃahobaɟ
পাঠশালার,patʰʃalar
তহিরুলের,t̪ohiruler
চাচাকে,cacake
২২শ’,22ʃɔ’
কয়লাভিত্তিক,kɔʲlabʱit̪t̪ik
"চাইছেন,","ca͡i̯cʰen,"
অর্থপাচার,ɔrt̪ʰopacar
জয়াবর্ধনে।,ɟɔʲabɔrd̪ʱone।
মাস-২০১৭,maʃ-2017
শিরিনের,ʃiriner
ট্রেস,tres
ওপেনিংয়ে,openiŋʲe
রেজিস্টারে,reɟistare
আত্মীয়,at̪t̪iʲo
‘সুস্মিতা,‘ʃuʃit̪a
১৮৬১,1861
দুটিও,d̪uti͡o̯
জামতৈল,ɟamt̪o͡i̯l
থিয়েটার।,t̪ʰiʲetar।
কলেজপাড়া,kɔleɟpaɽa
অরভিয়া,ɔrbʱiʲa
গোয়াতলা,goʲat̪ɔla
খবর-নোয়াখালী,kʰɔbor-noʷakʰali
গদি,god̪i
অর্ড,ɔrd
"হামলাকারী,","hamlakari,"
স্বয়ংক্রিয়ভাবে,ʃʲɔŋkriʲobʱabe
আকটকৃতরা,aktkrit̪ɔra
ধুম,d̪ʱum
‘কন্যাশিশু’,‘konnaʃiʃu’
ওয়ারিদের,oʷarid̪er
অন্ধপল্লীর,ɔnd̪ʱopɔllir
পাঠানটুলাস্থ,patʰantulast̪ʰo
পাথরের,pat̪ʰorer
নাভানা,nabʱana
দপ্তিয়র,d̪opt̪iʲor
খাতায়,kʰat̪aʲ
খোকনও,kʰokono
‘সুলতান,‘sult̪an
সেচ্ছাসেবক,ʃeccʰaʃebɔk
"পর্যায়),","porɟaʲ),"
তন্ত্রশাস্ত্রের,t̪ɔnt̪roʃast̪rer
বায়েজিদসহ,baʲeɟid̪ʃɔho
অন্যান্যের,ɔnnanner
হেলিকপ্টার,helikptar
মুজিবর,muɟibɔr
ভলিবলে,bʱolibɔle
(৫৫),(55)
আলমসাধু,alomoʃad̪ʱu
পোর্টল্যান্ড,portolænd
বাসাবো,baʃabo
প্রতিপক্ষে,prot̪ipɔkkʰe
তুলবে।,t̪ulbe।
ঘোড়দৌড়,gʱoɽd̪o͡u̯ɽ
লিখেছেন-,likʰecʰen-
বিপ্লবী,biplobi
খোলেন,kʰolen
পিরামিড,piramid
নাশক,naʃok
ক্যাপসুল,kæpsul
ড্রেন,dren
কাচসহ,kacʃɔho
আনা-নেয়া,ana-neʲa
ব্ল্যাকউড,blækud
অস্ট্রিয়াও,ɔstriʲa͡o̯
"৪৯,","49,"
"চিতল,","cit̪ɔl,"
নাট্যশালার,nattoʃalar
রোজারিও।,roɟari͡o̯।
কার্টনের,kartoner
আফিফা,apʰipʰa
আটশ’,atʃo’
খণ্ড,kʰɔndo
জায়গাটিতে,ɟaʲgatit̪e
ডিম।,dim।
৪৩।,43।
গতবারও,gɔt̪obaro
মতিভ্রম,mot̪ibʱrom
সম্ভাবনা।,ʃɔmbʱabona।
নক্ষত্রের,nokkʰot̪rer
দলআয়ারল্যান্ড,d̪ɔlaʲarɔlænd
আনজুমান,anɟuman
ক্লাউড,kla͡u̯d
শামশুল,ʃamʃul
পেলের,peler
সম্পর্কিত।,ʃɔmporkit̪o।
গান-বাজনা,gan-baɟna
৩৭৩।,373।
শফিকুজ্জামান।,ʃopʰikuɟɟaman।
অভ্যস্ত।,ɔbbʱost̪o।
রাওয়ালপিন্ডির,ra͡o̯ʷalpindir
সফলকাম,ʃɔpʰolkam
"বীজতলা,","biɟɔt̪ɔla,"
"লিলি,","lili,"
"রিপন,","ripon,"
কোটের,koter
অঙ্কুশ।,ɔŋkuʃ।
গড়াচ্ছে,gɔɽaccʰe
গোয়ালঘরের,goʷalgʱɔrer
মিরসরাইয়ে,miroʃra͡i̯ʲe
লিমিটেডবিআরবি,limitedbi͡a̯rɔbi
রুমাল,rumal
ডিসিসহ,diʃiʃɔho
যেতো,ɟet̪o
চতুর্দশ,cot̪urd̪ɔʃ
রেখেনীলগিরি,rekʰenilgiri
দূরীকরণে,d̪urikɔrɔne
ফাঁসিতে,pʰãʃit̪e
প্রকাশনী,prokaʃoni
বামধারার,bamd̪ʱarar
সুঁই,ʃũi
শেষেরদিকে,ʃeʃerod̪ike
সেরি,ʃeri
চৈতীকে,co͡i̯t̪ike
জোহা।,ɟoha।
সাদিয়ালের,ʃad̪iʲaler
‘হাই,‘ha͡i̯
দখলসত্ব,d̪ɔkʰlʃot̪t̪o
উঠেছিলাম,utʰecʰilam
স্কোরক্রিকেট,skorokriket
বিষয়গুলোও,biʃɔʲgulo͡o̯
পুলিশচৌকিতে,puliʃco͡u̯kit̪e
কলাবাগান,kɔlabagan
ছাড়।,cʰaɽ।
সুনু,ʃunu
মরণব্যাধী,mɔronobæd̪ʱi
সার্জনসহ,ʃarɟonʃɔho
স্নাতকঅভিজ্ঞতা:,snat̪kobʱiggɔt̪a:
মক্কেলদের,mɔkkeld̪er
০১-০২,01-02
ভিডিওটা,bʱidi͡o̯ta
এনবিসির,enbiʃir
বিএনপিও,bi͡e̯npi͡o̯
পূর্ণিমায়,purnimaʲ
সিন্ধে।,ʃind̪ʱe।
ব্লু-মুনদেখবো,blu-mund̪ekʰbo
ভোজ্যতেল,bʱoɟɟot̪el
ড্যানি।,dæni।
ভক্তের,bʱokt̪er
সংখ্যাগরিষ্ঠ।,ʃɔŋkʰagoriʃtʰo।
পাওয়াতে,pa͡o̯ʷat̪e
লাবলু,lablu
কাকচিড়া,kakciɽa
প্রার্থী-সমর্থকদের,prart̪ʰi-ʃɔmɔrt̪ʰokd̪er
(স্বরূপকাঠি),(ʃɔrupkatʰi)
ক্রীড়াব্যক্তিত্বের,kriɽabekt̪it̪t̪er
দাগনভুঞা,d̪agonbʱuɽa
পমুখ।,pomukʰ।
ছামাদ,cʰamad̪
কালোকে,kaloke
প্রতিবেশীদের,prot̪ibeʃid̪er
১০৯.৭,109.7
গ্রান্ড,grand
পোপের,poper
পঞ্চায়েতে,pɔncaʲet̪e
ক্যান্ডল,kændol
লোনাপানির,lonapanir
আল-শেখের,al-ʃekʰer
এমই,emo͡i̯
সোহাগী,ʃohagi
‘জীবন,‘ɟibɔn
সাকলায়েন,ʃaklaʲen
পাম্পে,pampe
লিপিবদ্ধ,lipibɔd̪d̪ʱo
নওয়াব,noʷab
উঁচিয়ে,ũciʲe
আসক্ত।,aʃkt̪o।
বিশ্বনাথে,biʃʃonat̪ʰe
ডাংগাপাড়া,daŋgapaɽa
সোহাগের,ʃohager
বিল্ডিং,bildiŋ
গ্রিডে,gride
৮০/১২০,80/120
পুরানা,purana
নলচিরা,nɔlocira
পার্শ্বপ্রতিক্রিয়ার,parʃoprot̪ikriʲar
পশুবাহী,poʃubahi
মোহনীয়,mohoniʲo
মো:,mo:
বড়বালিয়াতলী,bɔɽobaliʲat̪li
-এর,-er
বিজেএমসির,biɟe͡e̯mosir
পিরোজপুর-১,piroɟpur-1
ম্যাজিক।,mæɟik।
অপু।,ɔpu।
উপনির্বাচনে,uponirbacɔne
লড়ে,lɔɽe
নিম্নচাপটি,nimnocapti
ঘূর্ণিঝড়ে,gʱurniɟʱɔɽe
শাখা-পল্লব,ʃakʰa-pɔllob
‘নাদা’।,‘nad̪a’।
টপ,tɔp
প্রধানমন্ত্রীর।,prod̪ʱanmont̪rir।
আয়েজিত,aʲeɟit̪o
অংশীদারও,ɔŋʃid̪aro
‘অ্যালবামের,‘æ͡æ̯lbamer
"উপাধ্যক্ষ,","upadd̪ʱokkʰo,"
রয়টার্সকে,rɔʲtarske
‘রায়পুর,‘raʲpur
"কেননা,","kænona,"
তা-ই।,t̪a-i।
কামরুন,kamrun
এনেছি,enecʰi
রোপনকৃত,roponkrit̪o
ম্যানুফ্যাকচারিং,mænupʰækcariŋ
ধামাকা,d̪ʱamaka
সুরেন্দ্র,ʃurend̪ro
বুধবারের,bud̪ʱbarer
ময়মনসিংহ-কিশোরগঞ্জ,mɔʲmɔnʃiŋho-kiʃorgɔnɟ
জানেন।,ɟanen।
অসামঞ্জস্য,ɔʃamonɟoʃʃo
ব্লাস্টেও,blaste͡o̯
আআমস,a͡a̯moʃ
নির্বংশ,nirbɔŋʃo
বাস্তবেও,bast̪obe͡o̯
"২৪২/৭,","242/7,"
লাল-সবুজরা।,lalo-ʃobuɟra।
আবেদনকারী,abed̪ɔnkari
"প্রক্রিয়া,","prokriʲa,"
মানার,manar
যাচ্ছে-,ɟaccʰe-
সমাজতান্ত্রিকও,ʃɔmaɟt̪ant̪riko
উত্তরণে,ut̪t̪ɔrone
ই-কমার্সকে,i-kmarske
হতে।,hot̪e।
জবাব।,ɟɔbab।
ভাগ্যবদলের,bʱaggobod̪ɔler
অঞ্চিতা,ɔncit̪a
তাহসানকে,t̪ahoʃanke
"চচ্চড়ি,","cɔccoɽi,"
কমলাবাড়ি,kɔmlabaɽi
"শুনবেন,","ʃunben,"
রেহান।,rehan।
প্রতিটিতে,prot̪itit̪e
মহাস্থবির,mɔhast̪ʰobir
প্রাণঘাতী,prangʱat̪i
আলীমুন,alimun
যাত্রীসহ,ɟat̪riʃɔho
ওলিজা,oliɟa
জরিপটি,ɟoripoti
সেয়ানে,ʃeʲane
ময়মনসিংহগামী,mɔʲmɔnʃiŋhogami
অকাল,ɔkal
সিদ্দিকি।,ʃid̪d̪iki।
বালোতেল্লি,balot̪elli
ইউনিয়নটি,i͡u̯niʲonti
মনিটরিংয়ের,monitriŋʲer
"সেয়ানে,","ʃeʲane,"
পযেন্ট,pɔɟent
বসবাস।,bɔʃobaʃ।
মানহানিকর,manhanikɔr
স্ক্যানিংয়ের,skani͡o̯ʲer
হারিছের,haricʰer
টিসহ,tiʃɔho
হারুন-অর-রশীদ।,harun-ɔrɔ-rʃid̪।
দত্তপাড়া,d̪ot̪t̪opaɽa
অভাবকেও,ɔbʱabke͡o̯
নির্র্বাচন,nirracɔn
জুরিখে,ɟurikʰe
মাত্রে,mat̪re
ওয়াচ,oʷac
আমিরীর,amirir
কোলনের,koloner
হেতালিয়া,het̪aliʲa
অপরাধ’,ɔporad̪ʱ’
নীলাগ্নির,nilagnir
খালেককে,kʰalekke
মিসগাইড,miʃga͡i̯d
তত্ত্ব,t̪ɔt̪t̪o
"ফার্ম,","pʰarmo,"
চলচ্চিত্রসহ,cɔloccit̪roʃɔho
"যুবলীগ,","ɟubolig,"
ওয়ার্কার্স,oʷarkars
সানিকে,ʃanike
বর্গকিলোমিটারের,bɔrgokilomitarer
ক্ষত,kʰɔt̪o
গীতিকাররা,git̪ikarra
"লিখেছিলেন,","likʰecʰilen,"
এডিস,edis
লুব্রিকেন্টস,lubrikentɔʃ
একনেক,ækonek
"অলিক,","ɔlik,"
ব্লুমেইল,blume͡i̯l
জেনিত,ɟenit̪o
প্রিডেটর,pridetor
সু্ইস,ʃu͡i̯ʃ
আহামরি,ahamri
জোনে,ɟone
স্মিথের,siʲer
এমআরসিপি,emarosipi
সেজদার,ʃeɟd̪ar
"মানচিনির,","mancinir,"
শিক্ষামান,ʃikkʰaman
‘কোচের,‘kocer
তেমিন,t̪emin
গ্রিক,grik
বলেনি,bɔleni
ডিজাইন/পিসি,diɟa͡i̯n/piʃi
দশমহাবিদ্যা,d̪ɔʃmɔhabid̪d̪a
অতিথিদের।,ot̪it̪ʰid̪er।
মাঝে?-,maɟʱe?-
রাষ্ট্রদূতের,raʃtrod̪ut̪er
আশ্চর্য,aʃcorɟo
হইনি।,ho͡i̯ni।
রিয়ালেবল,riʲalebl
২৪-এ,24-e
আরশী,arɔʃi
বোকো,boko
বাণিজ্যমন্ত্রীর,baniɟɟomɔnt̪rir
মোহিত।,mohit̪o।
আকনপাড়া,akonpaɽa
কী?,ki?
দেউরি,d̪e͡u̯ri
৯০৮,908
"সুপারিশ,","ʃupariʃ,"
হেরোইনসেবী,hero͡i̯nʃebi
ঢাকা-১৩৪১।,dʱaka-1341।
নামকাওয়াস্তে,namka͡o̯ʷast̪e
ঠেকিয়েছে।,tʰekiʲecʰe।
মূলপর্ব,mulpɔrbo
চলচ্চিত্রকার,cɔloccit̪rokar
ন্যুক্যাম্প,nnukæmp
বারেকের,bareker
রাইডার্সদের,ra͡i̯darsd̪er
অসন্তুষ্ট,ɔʃɔnt̪uʃto
‘নারকীয়।,‘narkiʲo।
ড্রামে,drame
নাইমা,na͡i̯ma
রিয়াজুর,riʲaɟur
বেগবান।,begɔban।
টেক্সটাইলের,teksta͡i̯ler
উৎসাহী,ut̪ʃahi
পরতের,port̪er
কুমির,kumir
প্রীতম।,prit̪ɔmo।
মাটিরাঙ্গার,matiraŋgar
ডিনার।,dinar।
জিমি।,ɟimi।
হতদরিদ্রের,hɔt̪od̪orid̪rer
কোরবান,korban
হারামের,haramer
১২.৯,12.9
কাওরি,ka͡o̯ri
মাস্টার্সের,mastarser
এলওসির,elosir
টেকেনি,tekeni
প্রতিনিধিজগন্নাথপুর,prot̪inid̪ʱiɟɔgɔnnat̪ʰpur
গ্লোব,glob
মিলিয়ন।,miliʲon।
‘লিগ্যাল,‘liggal
ওপর-বার্সা,upor-barsa
কুণ্ঠাবোধ,kuntʰabod̪ʱ
সমজাতীয়,ʃɔmɟat̪iʲo
আছড়ে,acʰoɽe
জেডআই,ɟeda͡i̯
সৈয়দুল,so͡i̯ʲd̪ul
বটি,boti
প্লটডেনমার্ক,plɔtdenmarko
স্বপরিবার,ʃɔporibar
"(১৯),","(19),"
তোরাসান,t̪oraʃan
নিভিয়ে,nibʱiʲe
সুবিধাভোগীরা,ʃubid̪ʱabʱogira
অর্গ,ɔrgo
জাকারিয়ার,ɟakariʲar
সাম্রাজ্যবাদীর,ʃamraɟɟobad̪ir
ইন্ডিয়ান্স,indiʲanʃo
নাট্যাংশ,nattaŋʃo
লাটভিয়ায়,latbʱiʲaʲ
জাম্পা,ɟampa
সর্বকনিষ্ঠ,ʃɔrbokoniʃtʰo
সাতচল্লিশ,ʃat̪colliʃ
বাসুদেব,baʃud̪eb
ঝোলাব।,ɟʱolab।
?এভারটনে।,?ebʱarine।
বিপ্র,bipro
স্যামসন,sæmʃon
খাবার-দাবার,kʰabar-d̪abar
বিঘ্নসৃষ্টি,bigʱnosriʃti
(ভারত),(bʱart̪o)
‘সন্তানদের,‘ʃɔnt̪and̪er
(বিষ,(biʃ
২০টির,20tir
কিউইদের,ki͡u̯id̪er
আরসা,arɔʃa
০.৮৫,0.85
"‘কইগো,","‘ko͡i̯go,"
আসখাবাদ,aʃkʰabad̪
মনিরুজ্জামানকে,moniruɟɟamanke
তোলপাড়’,t̪olpaɽ’
ওয়াচডগ,oʷacdog
ট্রু–ডোকে,tru–doke
"যানজট,","ɟanɟɔt,"
১২.৫,12.5
টেলিগ্রাফকে,teligrapʰke
অর্ডারের,ɔrdarer
নোটিশ’,notiʃ’
এলে।,ele।
ওমান।,oman।
(ভোরের,(bʱorer
কুকিসের,kukiʃer
হ্যামস্ট্রিংয়ে,hæmostriŋʲe
পিটারসেন,pitarsen
হেলাপারকে,helaparke
"নজরুল,","nɔɟorul,"
‘ইংল্যান্ড,‘iŋlænd
‘আত্মঘাতী,‘at̪t̪ogʱat̪i
কয়রা,kɔʲra
শ্যামলবাজারস্থ,ʃæmolbaɟarost̪ʰo
"বিজনেস,","biɟɔnes,"
জেনারেটর,ɟenaretor
হিরু,hiru
ইচো।,ico।
ভেলানগর,bʱelangɔr
এক্সিট,eksit
নখগুলো,nɔkʰgulo
চালাচালি,calacali
দিবালা,d̪ibala
উত্তরকুল,ut̪t̪ɔrkul
সিনহার,ʃinhar
মুরারবন্দ,murarbɔnk
ডেস্ট্রয়ারটি,destroʲarti
ক্লেয়ার,kleʲar
ক্যাম,kæm
গোলটিকরেন।,goltikren।
অর্ডার।,ɔrdar।
রোগটি,rogti
ধানমণ্ডিকে,d̪ʱanmondike
রবিনকে,robinke
ট্রান্সফরমার,transpʰɔrmar
বাঙালি।,baŋali।
ভাড়া।,bʱaɽa।
কাস্টম,kastɔm
বানা,bana
এইডস।,e͡i̯dɔs।
আত্মরক্ষায়,at̪t̪oro͡a̯ʲ
পুত্রের,put̪rer
বোল্ট,bolt
"হ্যাঁ,","hæ̃,"
র্যাফেলস,ræpʰels
সহোদর,ʃɔhod̪ɔr
সেমিতে।,ʃemit̪e।
সুলেমান’।,suleman’।
প্রস্তাবনা,prost̪abona
টনি,toni
পিএসআই,pi͡e̯sa͡i̯
শিক্ষায়,ʃikkʰaʲ
থাকল,t̪ʰaklo
অনুসারীদের,onuʃarid̪er
রুপি।,rupi।
বাইচ,ba͡i̯c
রাষ্ট্রবিরোধী,raʃtrobirod̪ʱi
(নিষ্পত্তি,(niʃpot̪t̪i
কচুয়া।,kocuʲa।
আসামি),aʃami)
স্বরূপনগরস্থ,ʃɔrupongɔrɔst̪ʰo
পান্ডারখাল,pandarkʰal
কার্যকলাপের,karɟokɔlaper
মোকাম্মেল।,mokammt̪ɔl।
দলপা,d̪ɔlpa
ইলিয়াসু,iliʲasu
জল্লী,ɟɔlli
সেটারই,ʃetari
টুইস্টে,tu͡i̯ste
পংকরহাটি,pɔŋkɔrhati
সুতার,ʃut̪ar
পাঁছগয়েশপুর,pãcʰgɔʲeʃpur
সিডনির,sidnir
টেক্সটের,tekster
প্যারা-মিলিটারি,pæra-militari
নাগপুরগামী,nagpurgami
রেশম,reʃom
লিটনসহ,litnʃɔho
কাঁচা-পাকা,kãca-paka
বিলবোর্ডটি,bilbordoti
জু,ɟu
বন্যার্ত,bonnart̪o
রাজসাক্ষী,raɟʃakkʰi
ভোঁতা,bʱe͡ã̯t̪a
ধাবিত,d̪ʱabit̪o
পলিটিকো,pɔlitiko
গোল্ডিলক্স,goldilɔkʃo
বিটুল,bitul
টিলাগড়,tilagɔɽ
লিংকটি,liŋkti
আকল,akolo
টিআর,ti͡a̯r
রিদমিক,rid̪mik
হলদিয়াপালং,hold̪iʲapaloŋ
পদপ্রত্যাশীদের,pɔd̪oprot̪t̪aʃid̪er
"প্রয়োজন,","proʲoɟon,"
গিকবেঞ্চের,gikbencer
ঘোষেরপাড়া,gʱoʃerpaɽa
"ধান,","d̪ʱan,"
জিমন্যাস্টিক্সে,ɟimonnastikse
ভারতীয়।,bʱart̪iʲo।
সৌহার্দ্য-সম্প্রীতি,ʃo͡u̯hard̪o-ʃɔmprit̪i
"বিশ্ব,","biʃʃo,"
ইচ্ছের,iccʰer
নকিয়া,nokiʲa
বাইশাখলা,ba͡i̯ʃakʰla
মহরা,mɔhora
শংকরানন্দ,ʃɔŋkɔranɔnd̪o
মার্গারিটার।,margaritar।
শিলাবৃষ্টিতে,ʃilabriʃtit̪e
কব্জা,kɔbɟa
৫.২,5.2
ট্রম্পের,tromper
কড়াইতে,kɔɽa͡i̯t̪e
সিগারেট,ʃigaret
টেকাতেই,tekat̪e͡i̯
অডিটেরিয়ামে,ɔditeriʲame
৫.৩,5.3
ঘি,gʱi
সপ্তাহেই,ʃɔpt̪ahe͡i̯
বেড়িয়ে,beɽiʲe
"তবে,","t̪ɔbe,"
"জিয়েছে,","ɟiʲecʰe,"
হোয়াইটওয়াশ,hoʷa͡i̯toʷaʃ
রকিবুলের,rokibuler
জায়লস্কর,ɟaʲloʃkɔr
প্যারাসেল,pæraʃel
পেঁপে,pẽpe
ডিসপ্লে।,disple।
পোলোসাককে,poloʃakke
ডোনার,donar
বাটা,bata
অনুফা,onupʰa
নিম্নপদস্থ,nimnopod̪ɔst̪ʰo
প্রযোজিত।,proɟoɟit̪o।
‘কম,‘kɔm
বাঁধাকপির,bãd̪ʱakpir
মুচার,mucar
গেমের,gemer
"শুনেছি,","ʃunecʰi,"
ভাতটাও,bʱat̪ta͡o̯
নাড়তে,naɽt̪e
তামিমদের,t̪amimɔd̪er
পশু-পাখি।,poʃu-pakʰi।
সিবিওতে,ʃibi͡o̯t̪e
সেন্টারে।,sentare।
দারোগা,d̪aroga
ড্রোন,dron
পাঠায়,patʰaʲ
স্যান্ডার্স’,sændars’
ডিফেন্ডিং,dipʰendiŋ
স্লোগাল,slogal
সচারচর,ʃɔcarcɔr
জিম্বাবুয়ান,ɟimbabuʲan
পকেটচোর,pɔketcor
(নারায়ণগঞ্জ),(naraʲongɔnɟ)
ইয়েল,iʲel
খচিত,kʰocit̪
(পরিহিত),(porihit̪o)
অসম,ɔʃɔm
জনি’র,ɟoni’r
ফলাফলের,pʰɔlapʰler
ব্যাটসম্যানরা।,bætʃɔmænra।
বাকেশির,bakeʃir
"পাট,","pat,"
জাবাল,ɟabal
নিষিদ্ধঘোষিত,niʃid̪d̪ʱogʱoʃit̪o
মাপের,maper
আমবাহী,ambahi
সায়াহ্নের,ʃaʲanʱer
ধরা।,d̪ʱɔra।
বুদ্ধি,bud̪d̪ʱi
মতিলাল,mot̪ilal
এজাহারে,eɟahare
লালমনিরহাটগামী,lalmonirɔhatgami
(আইএসএল),(a͡i̯esel)
হরিণ,horin
ওরিও,ori͡o̯
‘উনুন’টা,‘unun’ta
এএসআইসহ,e͡æ̯ʃo͡a̯͡i̯ʃɔho
"দিলাম,ঘুড়ির","d̪ilam,gʱuɽir"
কলম্বিয়ার,kɔlombiʲar
ট্যাবলেটসহ,tæbɔletʃɔho
যোদ্ধাদের,ɟod̪d̪ʱad̪er
সমীক্ষার,ʃomikkʰar
এতটুকু,et̪otuku
পুনর্ব্যবহারযোগ্য,punorbo͡æ̯boharɟoggo
মজুরি,moɟuri
ক্লু,klu
রানারআপ,ranarap
ডি-৬০।,di-60।
ডলারকে,dɔlarke
নারায়ণ,naraʲon
নাচগানের,nacganer
সেটাও।,ʃeta͡o̯।
সতর্কতামূলক,ʃɔt̪ɔrkot̪amulok
বিশেষ),biʃeʃ)
সহযোগীসহ,ʃɔhoɟogiʃɔho
জাগপার,ɟagpar
(ডিবি)।,(dibi)।
সমাজজীবনে,ʃɔmaɟɟibɔne
ফির,pʰir
ল্যাভাটরি,læbʱatori
তর্কের,t̪ɔrker
হেরেও,here͡o̯
প্রাইস,pra͡i̯ʃ
সহায়তাও,ʃɔhaʲt̪a͡o̯
ততই,t̪ɔt̪o͡i̯
শাস্তিকে,ʃast̪ike
ঊর্মিলা।,urmila।
প্রশিক্ষকবৃন্দ,proʃikkʰokbrind̪o
রকস্টারের,rɔkostarer
ইঞ্চি,inci
শাহজাদ,ʃahoɟad̪
১৯তম,19t̪ɔmo
সুদীপ্ত,ʃud̪ipt̪o
অর্জনে,ɔrɟone
‘নূর,‘nur
পুরু,puru
কর্মকার।,kɔrmokar।
ইকড়ছই,ikɽcʰo͡i̯
কর্মচারীরা।,kɔrmocarira।
"জিমি,","ɟimi,"
ভাতে।,bʱat̪e।
অবস্থাই,ɔbost̪ʰa͡i̯
ম্যালেরিয়াকবলিত,mæleriʲakbolit̪o
বিল্ড,bild
সারাদেশে,ʃarad̪eʃe
তানজানিয়ায়,t̪anɟaniʲaʲ
মঙ্গলবারই,moŋgolbari
সবুজকে,ʃobuɟke
হিলারিকে,hilarike
খোদেজাকে,kʰod̪eɟake
লিখ।,likʰ।
তাড়াতে,t̪aɽat̪e
অ্যাকাডেমিক,ækademik
প্রকল্পসহ,prokɔlpoʃɔho
"ছাত্রলীগ,","cʰat̪rolig,"
ওচা,oca
-সবকিছুতেই,-ʃɔbkicʰut̪e͡i̯
অ্যামিকাস,æmikas
সচিবালয়।,ʃocibalɔʲ।
গো-খামারীরা,go-kʰamarira
"মানবাধিকার,","manobad̪ʱikar,"
হাসাতপালের,haʃat̪paler
ঢাকাস্থ,dʱakast̪ʰo
মা-বোন,ma-bon
গাইবার,ga͡i̯bar
বাথান,bat̪ʰan
৩৯তম,39t̪ɔmo
আবর্তনের,abort̪oner
