word,ipa
আপনাদের,apnad̪er
জাফরুল্লাহ,ɟapʰrullah
যাওয়া,ɟa͡o̯ʷa
নওয়াব,noʷab
বসতঘরে,bɔʃot̪gʱɔre
মডরিচ,mdoric
ক্রোয়েশিয়ার,kroʷeʃiʲar
হওয়াটা,hoʷata
সম্মানের,ʃɔmmaner
অর্ঘ্যরে,ɔrgʱore
শিক্ষাব্যবস্থা,ʃikkʰabæbost̪ʰa
স্বৈরতান্ত্রিক,ʃo͡i̯rot̪ant̪rik
প্রশাসনই,proʃaʃoni
পরোক্ষভাবে,pɔrokkʰobʱabe
মামা-ভাগ্নে,mama-bʱagne
নানি-নাতি,nani-nat̪i
চিঠিপত্র,citʰipɔt̪ro
অফারটি,ɔpʰarti
বৃত্তের,brit̪t̪er
ব্যাসার্ধ,bæʃard̪ʱo
জ্যা,ɟæ
নয়টির,nɔʲtir
রায়গঞ্জে,raʲgɔnɟe
পিষ্ট,piʃto
চৌতি,co͡u̯t̪i
আকুবদ­ী,akubod̪i
নাথপাড়া,nat̪ʰpaɽa
ধীরেন্দ্র,d̪ʱirend̪ro
কুমিল্লা,kumilla
ভাউকসার,bʱa͡u̯kʃar
দিগলকান্দা,d̪igɔlkand̪a
স্মারকলিপিও,sad̪oklipi͡o̯
নসিহতে,noʃihot̪e
ওয়াজ,oʷaɟ
ফিক্সড,pʰiksd
ডিপোজিট,dipoɟit
হাতুড়ি,hat̪uɽi
হাজার-হাজার,haɟar-haɟar
দ্ইু,d̪tu
৬০নং,60nɔŋ
ব্র্যাঞ্চের,brancer
টপ,tɔp
টেন,teno
রক,rɔk
ব্যান্ডসর,bændʃɔr
তামান্নাকে,t̪amannake
সাবেকঅধিনায়ক,ʃabekod̪ʱinaʲok
জেল-জরিমানা,ɟel-erimana
আগুয়েরো,aguʲero
ডার্বিতে,darbit̪e
করনিক,kornik
অনুকম্পার,onukɔmpar
বৈরি,bo͡i̯ri
দূর,d̪ur
আলমগীরসহ,alomogirʃɔho
শিক্ষিকাও,ʃikkʰika͡o̯
ঢাকা-২০,dʱaka-20
বর্মণকে,bɔrmonke
অচিন্তপুর,ɔcint̪opur
ওয়েজখালীর,oʲeɟkʰalir
শংকরানন্দ,ʃɔŋkɔranɔnd̪o
ব্রহ্মচারী,brɔmmocari
হার্দিক,hard̪ik
সিরিল,siril
২৪৪০,2440
দ­ামিনি,d̪amini
২২৬১,2261
কাকতালীয়ভাবে,kakt̪aliʲobʱabe
কোনোটিতেই,konotit̪e͡i̯
,
ঢাকা,dʱaka
লোকসঙ্গীত,lokʃoŋgit̪
উৎসব-এর,ut̪ʃɔb-er
দলআয়ারল্যান্ড,d̪ɔlaʲarɔlænd
ভটভটিকে,bʱɔtbʱotike
থাকতো,t̪ʰakt̪o
টিমটি,timti
ঘনিষ্ঠভাবে,gʱoniʃtʰobʱabe
আসাতেও,aʃat̪e͡o̯
টুলুর,tulur
ভাববে,bʱabbe
আমাদেরকে,amad̪erke
ভোক্তা,bʱokt̪a
তীরের,t̪irer
উড়না,uɽona
গ্রন্থাগারের,gront̪ʰagarer
ভেরিতাস,bʱerit̪aʃ
দিল,d̪il
ঠুনকো,tʰunko
বিসিআইসি,biʃi͡a̯isi
কর্তৃপক্ষই,kɔrt̪ripokkʰo͡i̯
শাস্তিকে,ʃast̪ike
অতিরিক্ত,ot̪irikt̪o
কঠোর,kɔtʰor
সৃজনশীলতাকে,sriɟɔnʃilot̪ake
সিমিওনের,ʃimi͡o̯ner
ক্ষুরধার,kʰurd̪ʱar
মস্তিষ্ক,mɔst̪iʃko
সিস্টেমচালিত,ʃistemcalit̪o
নদে,nɔd̪e
কস্টে,koste
অভাব-অনটনের,ɔbʱab-ɔntoner
নুরুন্নাহারের,nurunnaharer
লুকিয়েছিল,lukiʲecʰilo
মালিকানাধীন,malikanad̪ʱin
জিম্বাবুয়ান,ɟimbabuʲan
মাসাকাদজার,maʃakad̪ɟar
চাইহংয়ের,ca͡i̯ho͡o̯ʲer
রংধনু,rɔŋd̪ʱɔnu
প্রজাতির,proɟat̪ir
আশাংজনকভাবে,aʃaŋɟonkbʱabe
জ্বলতে,ɟɔlt̪e
রমণীদের,rɔmonid̪er
আলোচনাসভা,alocɔnaʃbʱa
অনুষ্ঠানের,onuʃtʰaner
মেব্যাঙ্ক,mebæŋko
পড়েননি,pɔɽenni
উদ্দেশ্যপ্রণোদিত,ud̪d̪eʃʃopronod̪it̪o
জঙ্গিগোষ্ঠীটি,ɟɔŋgigoʃtʰiti
টিআইএন,ti͡a̯͡i̯en
দাখিলে,d̪akʰile
ডিজিট,diɟit
লিঙ্গের,liŋger
ক্ষমতাকে,kʰɔmot̪ake
চয়,cɔʲ
সুন,ʃun
সিল,sil
আকনের,akoner
আনজুমান,anɟuman
ভাইজান,bʱa͡i̯ɟan
খানও,kʰano
প্রিয়ক্স,priʲokʃo
বাঁপ্রান্ত,bãprant̪o
ভলিটি,bʱoliti
গোলবার,golbar
লেলিয়ে,leliʲe
শ্বশুর-শাশুড়ি,ʃoʃur-ʃaʃuɽi
ভাজনডাঙ্গা,bʱaɟondaŋga
গাফিলতিতে,gapʰilt̪it̪e
শিবলুর,ʃiblur
ফায়সাল,pʰaʲsal
মেঝো,meɟʱo
সরোয়ার,ʃɔroʷar
রিপোর্টার,riportar
শাবকের,ʃaboker
মোকলেস,mokoleʃ
জু,ɟu
জনির,ɟonir
ইমরুলের,imoruler
রক্ষকের,rɔkkʰoker
ভাড়াটিয়া,bʱaɽatiʲa
লেদারের,led̪arer
জ্যাকেট,ɟæket
ড্রাই,dra͡i̯
কন্ডিশনার,kɔndiʃonar
আতং‌কে,at̪ɔŋke
হুড়োহুড়ি,huɽohuɽi
রিফকিন্ড,ripʰkind
কিন্ত,kint̪o
মার্কলের,markoler
মাসদুয়েক,maʃd̪uʲek
চম্পাকাকে,cɔmpakake
পাঁচমাইল,pãcma͡i̯l
ছমু,cʰomu
জুলেখা,ɟulekʰa
সাকলায়েন,ʃaklaʲen
বিটুল,bitul
নির্বাচনগুলোতে,nirbakongulot̪e
মাসখানেক,maʃkʰanek
২৪নং,24nɔŋ
শাহানুর,ʃahanur
বলছেন,bolcʰen
রুরাল,ruralo
এগ্রিকালচার,ægrikalcar
পরীক্ষাতে,porikkʰat̪e
চেয়ারম্যান-সদস্যদের,ceʲarmæn-ʃd̪ʃʃod̪er
আÍীয়স্বজন,a͡i̯ʲoʃɟɔn
হতদরিদ্রদের,hɔt̪od̪orid̪rod̪er
ব্রহ্মপুত্রসহ,brɔmmoput̪roʃɔho
একপক্ষ,ækpokkʰo
ভেটিংয়ের,bʱetiŋʲer
পল্লানপাড়া,pollanpaɽa
হোসন,hoʃon
লেডুর,ledur
বোতলে,bot̪ole
মস,mɔʃ
শফর,ʃɔpʰɔr
কুতুপালংয়ের,kut̪upalo͡i̯ʲer
কালুরঘাট,kalurgʱat
রিকশাচালকের,rikʃacaloker
৩৫তম,35t̪ɔmo
সাধারণদের,ʃad̪ʱarond̪er
জবাব,ɟɔbab
অকাল,ɔkal
দত্তপাড়া,d̪ot̪t̪opaɽa
আকনপাড়া,akonpaɽa
বারেকের,bareker
রিদমিক,rid̪mik
জিমন্যাস্টিক্সে,ɟimonnastikse
মার্গারিটার,margaritar
কড়াইতে,kɔɽa͡i̯t̪e
ঘি,gʱi
পেঁপে,pẽpe
বাটা,bata
নিষিদ্ধঘোষিত,niʃid̪d̪ʱogʱoʃit̪o
ধরা,d̪ʱɔra
হারুন,harun
রাকেশ,rakeʃ
নারীই,nari͡i̯
খোঁজার,kʰe͡ã̯ɟar
ফাদার,pʰad̪ar
রোজারিও,roɟari͡o̯
বানা,bana
দেববর্মণের,d̪ebbɔrmoner
মিউজিক,mi͡u̯ɟik
আর্কাইভ,arka͡i̯bʱ
পার্বতীপুর,parbot̪ipur
লালমনিরহাটগামী,lalmonirɔhatgami
ডেমু,demu
যৌন,ɟo͡u̯no
দক্ষদের,d̪ɔkkʰod̪er
লুইচ,lu͡i̯c
এনরিকে,enorike
চেতনায়,cet̪onaʲ
সেবাদানকারী,ʃebad̪ankari
পদোন্নতিপ্রাপ্তদের,pɔd̪onnot̪iprapt̪od̪er
বদলিও,bod̪oli͡o̯
নালন্দা,nalond̪a
পাহাড়,pahaɽ
পোস্টারই,postari
দেয়ালে,d̪eʲale
জামাও,ɟama͡o̯
সিএনএন,si͡e̯nun
রক্তক্ষরণ,rɔkt̪okkʰoron
আকটকৃতরা,aktkrit̪ɔra
পকেটচোর,pɔketcor
লাইটওয়েট,la͡i̯toʲet
জুনহুয়াকে,ɟunhuʲake
মোসলি,mosli
ক্যাপরা,kæpɔra
জীবনের,ɟibɔner
ক্ষুধার্ত,kʰud̪ʱart̪o
চ্যান,cæn
জুকারবার্গ,ɟukarbargo
ইনিশিয়েটিভ,iniʃiʲetibʱ
২৫৩০টি,2530ti
হোর্হে,horhe
বাঁধাকপির,bãd̪ʱakpir
হরিণ,horin
ডেমোক্রেটরা,demokretra
ধনীরা,d̪ʱɔnira
শুয়েছি,ʃuʲecʰi
রূপসার,rupʃar
সুপারিনটেনডেন্ট,ʃuparintendent
রইস,ro͡i̯ʃ
ডান্স,danʃo
গৌতমেশ্বর,go͡u̯t̪ɔmeʃʃɔr
হিস্যা,hiʃʃa
মৌটুসী,mo͡u̯tuʃi
পার্থ,part̪ʰo
ডিফারেন্ট,dipʰarent
টাচের,tacer
মেজবাহ,meɟɔbaho
সেনসেক্স,ʃenʃekʃo
সাজেদুর,ʃaɟed̪ur
রায়হানকে,raʲhanke
বছরগুলোয়,bɔcʰorguloʲ
অব্যবস্থার,ɔbæbost̪ʰar
এক্ষেত্রে,ekkʰet̪re
ট্রান্সলেটর,transletɔr
নেত্রীরা,net̪rira
খাড়া,kʰaɽa
ব্যাটেলিয়ন,bæteliʲon
আর্টিলারির,artilarir
ব্যাটারি,bætari
মুখার্জির,mukʰarɟir
আদিত্য,ad̪it̪t̪o
চাইছেন,ca͡i̯cʰen
ধুম,d̪ʱum
ধামাকা,d̪ʱamaka
পযেন্ট,pɔɟent
চলচ্চিত্রসহ,cɔloccit̪roʃɔho
চলচ্চিত্রকার,cɔloccit̪rokar
মোকাম্মেল,mokammt̪ɔl
টেক্সটের,tekster
লিংকটি,liŋkti
শিক্ষামূলক,ʃikkʰamulok
প্রতিবেদন,prot̪ibed̪ɔn
নাট্যাংশ,nattaŋʃo
রেজ্জাক,reɟɟak
চিনিকল,cinikɔl
শুনলাম,ʃunlam
রেসকোর্স,reskors
জিন্নাহ,ɟinnaho
সিএস-এমআরআর,ʃi͡e̯ʃɔ-emarɔ͡a̯r
আফতাবের,apʰt̪aber
দুভাই-বোনকে,d̪ubʱa͡i̯-bonke
টানবাজার,tanbaɟar
অভিমান,obʱiman
বিরক্তি,birokt̪i
কোণে,kone
৩৩৪,334
ম্যাটিসের,mætiser
এফ-১৭,epʰ-17
যুদ্ধবিমান,ɟud̪d̪ʱobiman
প্রিডেটর,pridetor
লিখেও,likʰe͡o̯
গোপীনাথপুর,gopinat̪ʰpur
পিইসি,pi͡i̯si
৫৪৭,547
মিটালু,mitalu
সংগঠন,ʃɔŋgɔtʰon
পেশাজীবীসহ,peʃaɟibiʃɔho
প্লাকাডসহ,plakadʃɔho
সাইকেল,sa͡i̯kel
পরিকাঠামোর,porikatʰamor
রাওয়াত,ra͡o̯ʲat̪
স্ট্যান্ডিং,standiŋ
টিক,tik
বিশ্বনাথে,biʃʃonat̪ʰe
প্রদর্শনে,prod̪orʃone
থাকতে,t̪ʰakt̪e
পারে,pare
তিস্তা,t̪ist̪a
প্রশ্নগুলোর,prosngulor
কটিমটি,kotimti
৬০,60
আমলাদেরও,amolad̪ero
নাচগানের,nacganer
মাতিয়ে,mat̪iʲe
বক্তৃতানুষ্ঠান,bokt̪rit̪anuʃtʰan
নিদর্শনের,nid̪ɔrʃoner
প্রদর্শনীর,prod̪orʃonir
ইয়েল,iʲel
ডিক্যাপ্রিও,dikkapri͡o̯
রোয়ানু,roʷanu
উপকূল,upokul
প্রি-অর্ডার,pri-ɔrdar
ভুগিয়েছিল,bʱugiʲecʰilo
দিবা-রাত্রির,d̪iba-rat̪rir
ম্যাচে,mæce
কাসাবিয়ান,kaʃabiʲan
দেখেছিল,d̪ekʰecʰilo
সেটারই,ʃetari
শাবকটি,ʃabokti
গোছানো,gocʰano
হাতবদলে,hat̪bod̪ɔle
বন্ধুত্ব,bond̪ʱut̪t̪o
মারছে,marcʰe
অনন্তকালের,ɔnɔnt̪okaler
নড়াচড়াই,nɔɽacoɽa͡i̯
কর্মসূচিটি,kɔrmoʃuciti
শক্তিগুলোর,ʃɔkt̪igulor
পর্যবেক্ষণের,porɟobekkʰɔner
শনাক্তের,ʃɔnakt̪er
তেলকূপও,t̪elkupo
সাময়িকীগুলোতে,ʃamoʲikigulot̪e
ফ্যাশননির্ভর,pʰæʃonnirbʱɔr
পঞ্চায়েতে,pɔncaʲet̪e
টেকাতেই,tekat̪e͡i̯
নারকীয়,narkiʲo
ঘটনানো,gʱɔtonano
রায়কেও,raʲke͡o̯
আসিফ,aʃipʰ
ভিত্তিমূল্য,bʱit̪t̪imullo
ত্রিনবাগো,t̪rinbago
পলিপের,poliper
সর্বাধনিক,ʃɔrbad̪ʱonik
এন্ডোসকোপের,ændoʃkoper
পলিপগুলো,polipgulo
লেক,lek
শোনেনি,ʃoneni
শহীদইউসুফ,ʃohid̪i͡u̯supʰ
ট্রলারবোঝাই,trolarboɟʱa͡i̯
দেখো,d̪ækʰo
ভুলই,bʱuli
তুমি,t̪umi
ঘাষণা,gʱaʃona
কয়লার,kɔʲlar
পরিবেশবান্ধব,poribeʃband̪ʱob
কয়লাভিত্তিক,kɔʲlabʱit̪t̪ik
সতর্কতামূলক,ʃɔt̪ɔrkot̪amulok
হুমানা,humana
শত্র“মুক্ত,ʃot̪ro“mukt̪o
অস্ত্রসজ্জা,ɔst̪roʃɔɟɟa
রয়েছেই,rɔʲecʰe͡i̯
সচিবের,ʃociber
দায়িত্ব,d̪aʲit̪t̪o
রাজস্ব,raɟoʃʃo
লন্ডারিং,lɔndariŋ
কমপ্লায়েন্স,kɔmplaʲens
চা-জনগোষ্ঠী,ca-ɟongoʃtʰi
থামছে,t̪ʰamcʰe
পোজ,poɟ
নিউ,ni͡u̯
বেল্ট,belt
সেজদার,ʃeɟd̪ar
পরিহিত,porihit̪o
সেজদা,ʃeɟd̪a
পনেরো,ponero
আমজাদ,amɟad̪
রাজ-অশোক,raɟ-ɔʃok
চিরসবুজ,ciroʃobuɟ
ধর্মশালায়,d̪ʱɔrmoʃalaʲ
বিশ্বকাপে,biʃʃokape
শিক্ষাপ্রতিষ্ঠানগুলোর,ʃikkʰaprot̪iʃtʰangulor
বেদনাদায়ক,bed̪onad̪aʲok
সেন্টফিট,sentpʰit
পদবঞ্চিত,pɔd̪obɔncit̪o
ধর্মনিরপেক্ষ,d̪ʱɔrmoniropekkʰo
নির্মম,nirmɔm
শেষেরদিকে,ʃeʃerod̪ike
বিএসএল,bi͡e̯sel
আইএসএল,a͡i̯esel
গড়াবে,gɔɽabe
বিএসএল,bi͡e̯sel
চন্ডিপুলস্থ,cɔndipulost̪ʰo
জল্পনা-কল্পনার,ɟɔlpona-kɔlponar
নাটকীয়ভাবে,natkiʲobʱabe
জেলাব্যাপী,ɟelabæpi
এএফএর,e͡æ̯pʰer
টিমস,tims
মার্সেলোনা,marselona
তিনেলি,t̪ineli
ক্লাওদিও,kla͡o̯d̪i͡o̯
তাপিয়া,t̪apiʲa
বাউজার,ba͡u̯ɟar
ইজারাদারের,iɟarad̪arer
টাঙানোর,taŋanor
নামধারীরা,namd̪ʱarira
নিষ্কৃতি,niʃkrit̪i
সাংসদ,ʃaŋʃɔd̪
শচীনকে,ʃocinke
১৩৫টিই,135ti͡i̯
ছড়িয়ে-ছিটিয়ে,cʰoɽiʲe-cʰitiʲe
সিলেটজুড়ে,siletɟuɽe
ক্লায়েন্টের,klaʲenter
খেলাপিদের,kʰelapid̪er
অতিগোপনীয়,ot̪igoponiʲo
অতীব,ot̪ib
আবেদনকারী,abed̪ɔnkari
নির্র্বাচন,nirracɔn
গিকবেঞ্চের,gikbencer
নকিয়া,nokiʲa
৫২,52
৫৩,53
ডিসপ্লে,disple
কম,kɔm
স্যান্ডার্স,sændars
খচিত,kʰocit̪
ছাপানোর,cʰapanor
নির্দেশনার,nird̪eʃonar
ড্রামে,drame
দুপাশে,d̪upaʃe
নাননুর,nannur
সংস্কৃতিবিষয়ক,ʃɔŋskrit̪ibiʃɔʲok
উপ-কমিটি,upo-kɔmiti
বকুল-এ,bokul-e
পরিণতির,porinot̪ir
শ্রীলংকা,srilŋka
মির্জার,mirɟar
দ্বন্দ্বের,d̪ɔnd̪er
১৯৫৬,1956
আইরিন,a͡i̯rin
শিক্ষিকার,ʃikkʰikar
পিডিদের,pidid̪er
হোসাবাল,hoʃabal
গল্পনির্ভর,gɔlponirbʱɔr
বিজ্ঞাপনটিতে,biggapontit̪e
পরীক্ষিত,porikkʰit̪o
ডিলারপ্রতি,dilarprot̪i
৪শ,4ʃɔ
মসুর,moʃur
ছোলা,cʰola
টিসিবি,tiʃibi
মেনকাকে,mænkake
কমিউনিষ্ট,kɔmi͡u̯niʃto
গ্ল্যাডিয়েটরস,glædiʲetorɔs
৮৮-৩১,88-31
ডিওএইচএসকে,di͡o̯͡e̯iceʃke
প্যাভিলিয়নের,pæbʱiliʲoner
যুবরাজ,ɟubɔraɟ
ফাস্ট-মিডিয়াম,pʰasto-midiʲam
বলেছিলাম,bolecʰilam
ভারত-বাংলাদেশের,bʱarot̪-baŋlad̪eʃer
সৌহার্দ্য-সম্প্রীতি,ʃo͡u̯hard̪o-ʃɔmprit̪i
মৈত্রীর,mo͡i̯t̪rir
মেলবন্ধন,melbɔnd̪ʱon
স্বেচ্ছাসেবকলীগের,ʃeccʰaʃeskliger
মিতার,mit̪ar
সৈয়দনগর,so͡i̯ʲod̪ɔngɔr
চান্দিনার,cand̪inar
খৈলকুড়ি,kʰo͡i̯lkuɽi
পরের,pɔrer
বালু,balu
সুরকি,ʃurki
ময়লা-আবর্জনা,mɔʲla-abɔrɟona
ভাঙ্গারি,bʱaŋgari
মালামাল,malamal
যন্ত্রাংশ,ɟɔnt̪raŋʃo
তুলা,t̪ula
লেপ-তোষকসহ,lepo-t̪oʃokʃɔho
জিনিস,ɟiniʃ
না-সেটাতো,na-ʃetat̪o
শোর,ʃor
আব্বা,abba
সিলেটে,silete
আগাছা,agacʰa
নাশক,naʃok
বিষ,biʃ
বিশেষ,biʃeʃ
সময়ইউনিয়ন,ʃɔmɔʲi͡u̯niʲon
দুলালী,d̪ulali
খুনসুটিবিষয়ক,kʰunʃutibiʃɔʲok
অপুষ্টির,ɔpuʃtir
ইচ্ছাকৃতভাবে,iccʰakrit̪obʱabe
কর্মসূচিসহ,kɔrmoʃuciʃɔho
হামবুর্গ,hamburgo
সুপারকেও,ʃuparke͡o̯
দেখতে,d̪ekʰt̪e
জনগন,ɟɔngon
দুদলেরই,d̪ud̪ɔleri
৮৪,84
ভটভটিতে,bʱɔtbʱotit̪e
তুহিন,t̪uhin
মূলপর্ব,mulpɔrbo
সারাদেশে,ʃarad̪eʃe
সাজ্জাদুল,ʃaɟɟad̪ul
আকাল,akal
রেসের,reser
ঘোড়া,gʱoɽa
বাশাআপ,baʃa͡a̯p
অনশনস্থলে,ɔnʃonɔst̪ʰɔle
ডাকসু,dakʃu
আকর্ষণের,akorʃoner
ওয়ালিদ,oʷalid̪
শপের,ʃɔper
টুপি,tupi
সংস্কারকাজ,ʃɔŋʃkarkaɟ
নড়ে,noɽe
চন্ডিকা,cɔndika
রুয়ান,ruʲan
কালপাগের,kalpager
সপ্তাহে,ʃɔpt̪ahe
যুক্তিতে,ɟukt̪it̪e
হোসাইনকে,hoʃa͡i̯nke
চিঠিতে,citʰit̪e
গুণগতমানের,gungɔt̪omaner
প্রচারণাই,procarona͡i̯
কাঁচের,kãcer
লুৎফুল,lut̪pʰul
মিনিটসাতেক,minitʃat̪ek
ভক্ত-সমর্থকদের,bʱokt̪o-ʃɔmɔrt̪ʰokd̪er
কংশ,kɔŋʃo
দুটিও,d̪uti͡o̯
নতুনদের,not̪und̪er
উজ্জ্বল,uɟɟɔl
লিজেন,liɟen
পাটোয়ারী,patoʷari
মোনাফ,monapʰ
অংশেও,ɔŋʃe͡o̯
পটকা,pɔtka
চেয়ারপারসন,ceʲarparʃɔn
৩২৭,327
প্রতিবেদনগুলোতে,prot̪ibed̪ongulot̪e
মুলারের,mularer
তদন্তকারীরা,t̪ɔd̪ont̪okarira
ভার্জিনিয়া,bʱarɟiniʲa
জুরি,ɟuri
এয়ারক্রাফটগুলোর,eʲarkrapʰtgulor
প্রতিটিতে,prot̪itit̪e
ল্যাভাটরি,læbʱatori
প্রথমত,prot̪ʰomɔt̪
হয়ত,hɔʲt̪
শত্রু,ʃot̪ru
wwwbdmediaforumcomregister,
হওয়া,hoʷa
উইলিয়ানের,u͡i̯liʲaner
ফ্রিকিকও,pʰrikiko
এনায়েতপুর-চৌহালী,enaʲet̪pur-co͡u̯hali
জনজীবন,ɟɔnoɟibɔn
দুমড়েমুচড়ে,d̪umɽemucɽe
পৌঁছলেও,po͡ũ̯cʰole͡o̯
সোয়াত,ʃoʲat̪
প্রকল্পটি,prokɔlpoti
বারামাইল,barama͡i̯l
গামী,gami
পাম্পে,pampe
সিগারেট,ʃigaret
প্রধান,prod̪ʱan
অ্যাফেয়ার্স,æpʰeʲars
আরওইসি,aro͡i̯si
সিম্পোজিয়ামের,ʃimpoɟiʲamer
গেমার,gemar
গ্রাফিক,grapʰik
মাল্টিমিডিয়া,maltimidiʲa
ডিজাইনারদের,diɟa͡i̯nard̪er
বিশেষায়িতভাবে,biʃeʃaʲit̪obʱabe
মাদারবোর্ডগুলোর,mad̪arbordgulor
প্রত্যেকটিই,prot̪t̪ekti͡i̯
প্রসেসর,proʃeʃɔr
স্কুলছাত্রীকে,skulcʰat̪rike
বিনাভোটে,binabʱote
১০টিই,10ti͡i̯
৫৬৭টি,567ti
গোর্খা,gorkʰa
জনমুক্তি,ɟɔnmukt̪i
জিজেএমএম,ɟiɟe͡e̯mem
তনুকে,t̪onuke
এনএসসি,enesʃi
এখলাসের,ekʰlaʃer
কর্মঘণ্টা,kɔrmogʱɔnta
ভোগেন,bʱogen
চাকরিজীবীরা,cakriɟibira
লালুয়ার,laluʲar
ছবিতে,cʰobit̪e
ইমি,imi
আর্চিবংয়ের,arcibɔŋʲer
প্রতিনিধিদলের,prot̪inid̪ʱid̪ɔler
মীমাংসাকারী,mimaŋʃakari
তল্লীন,t̪ollin
আদালত-৩,ad̪alɔt̪o-3
অর্থপাচার,ɔrt̪ʰopacar
রাজসাক্ষী,raɟʃakkʰi
শাহজাদ,ʃahoɟad̪
তাহমীনা,t̪ahomina
প্যারায়,pæraʲ
অনুধাবনের,onud̪ʱaboner
ট্রামকার্ড,tramkard
ভুলটা,bʱulta
সাকিবকে,ʃakiboke
কাপাইকাপ,kapa͡i̯kap
ইছব,icʰobo
দিঘিরপাড়,d̪igʱirpaɽ
হিমছড়ি,himcʰoɽi
আগমনকে,agmonke
স্প্রেড,spred
শতাংশীয়,ʃɔt̪aŋʃiʲo
বাংলাদেশের,baŋlad̪eʃer
অবদান,ɔbod̪an
পুরানা,purana
সচারচর,ʃɔcarcɔr
প্রগতির,progot̪ir
প্রজ্ঞা,progga
অমানবিক,ɔmanobik
সিকনেস,ʃikoneʃ
ইমিগ্রেশনের,imigreʃoner
লঙ্ঘনকারীর,lɔŋgʱonkarir
কোরাইশি,kora͡i̯ʃi
মহিউদ্দিন,mohi͡u̯d̪d̪in
মুখেও,mukʰe͡o̯
ইউনেস্কো,i͡u̯nesko
মাৎস্যবিজ্ঞান,mat̪ʃobiggan
এসআই,eʃa͡i̯
রহিমও,rohimo
এগিয়েছেন,egiʲecʰen
র‌্যাংকিংয়ে,ræŋkiŋʲe
এতটুকু,et̪otuku
ফুরসত,pʰurʃɔt̪o
দিনগুলো,d̪ingulo
কুশাখালী,kuʃakʰali
নলডগী,nɔldgi
পোড়াখালী,poɽakʰali
মুচার,mucar
রানীদিয়া,ranid̪iʲa
অসাম্প্রদায়িকতার,ɔʃamprod̪aʲikɔt̪ar
ছাতা,cʰat̪a
মজিবরকে,moɟibɔrke
প্রয়াস,proʲas
বটে,bote
ঐক্যজোট,o͡i̯kkoɟot
আইওজে,a͡i̯͡o̯ɟe
গ্রিক,grik
চঞ্চল,cɔncɔl
পাটশিল্প,patʃilpo
সেকালের,ʃekaler
কাশ্মীরে,kasire
মোশারফের,moʃarpʰer
পায়ুপথ,paʲupɔt̪ʰo
মানিব্যাগ,manibæg
ভাইরাসে,bʱa͡i̯raʃe
স্ত্রীও,st̪ri͡o̯
প্রশিক্ষকই,proʃikkʰoki
ছিল-,cʰilo-
ফোনটিতে,pʰontit̪e
দাগনভুঞা,d̪agonbʱuɽa
জায়লস্কর,ɟaʲloʃkɔr
সিলোনিয়া,siloniʲa
প্লেটগুলোর,pletgulor
ভূ-অভ্যন্তরে,bʱu-obbʱont̪ɔre
কম্পনের,kɔmponer
দেনদরবার,d̪ænd̪ɔrbar
হাসপাতেল,haʃpat̪el
লেওয়ানডোস্কি,le͡o̯ʷandoski
জাকুব,ɟakubo
সাঁথিয়ায়,ʃãt̪iʲaʲ
গ্রাম-ডাক্তারসহ,gram-dakt̪aroʃɔho
জেতালেন,ɟet̪alen
বেইলি,be͡i̯li
ধারাভাষ্য,d̪ʱarabʱaʃʃo
ব্লকচেইন,blokce͡i̯n
ভেন্যুগুলো,bʱennugulo
গাইবান্ধা,ga͡i̯band̪ʱa
রাজবাড়ী,raɟbaɽi
লক্ষ্মীপুর,lokkʰipur
উত্তোলনকালে,ut̪t̪olonkale
রিয়াজুর,riʲaɟur
সীমান্তের,ʃimant̪er
পেশিশক্তি,peʃiʃɔkt̪i
স্যুট,sæ͡u̯t
রফতানিকারী,rɔpʰt̪anikari
এপিপি,epipi
ধর্মচাকী,d̪ʱɔrmocaki
হাবিবুরের,habiburer
কর্মসূচিতেও,kɔrmoʃucit̪e͡o̯
জারিকে,ɟarike
খাড়ইল,kʰaɽilo
নারী-পুরুষ,nari-puruʃ
প্রতিনিধিবৃন্দ,prot̪inid̪ʱibrind̪o
এএসএফর,e͡e̯ʃo͡e̯pʰɔr
কর্মীবৃন্দ,kɔrmibrind̪o
ভবনেই,bʱɔbone͡i̯
সবুজকে,ʃobuɟke
প্যারাসাইকোলজির,pæraʃa͡i̯koloɟir
নাটকটি,natɔkti
অ্যানড্রয়েড,ændroʲed
জামায়াতবিরোধী,ɟamaʲat̪birod̪ʱi
ফিতা,pʰit̪a
উড়ায়ে,uɽaʲe
মধুমেলার,mod̪ʱumelar
সোজাসাপটা,ʃoɟaʃapta
হ্যাকিং,hækiŋ
ফুলসহ,pʰulʃɔho
ক্যাকটাসের,kæktaʃer
২৫০-১২৫০,250-1250
ক্যাকটাস,kæktaʃ
১০০-১২০০,100-1200
চসিকের,coʃiker
মুকুন্দ,mukund̪o
সাদিয়ালের,ʃad̪iʲaler
মাদারীপুরে,mad̪aripure
ফ্রেমবন্দি,pʰrembɔnd̪i
নানারূপ,nanarup
অভিব্যক্তি,obʱibekt̪i
আজহারুলরা,aɟharulɔra
সিল-ছাপ,sil-cʰap
আসল,aʃol
ভেজাল,bʱeɟal
বাক্যবিনিময়,bakkobinimɔʲ
জরিমানাব্যাটিংয়ের,ɟorimanabætiŋʲer
শেষটা,ʃeʃta
হতাশাজনক,hot̪aʃaɟɔnk
থিম্পুতে,t̪ʰimput̪e
মানও,mano
আমলার,amlar
টানেনি,taneni
