Index,District,External_ID,Contents,ipa,new_ipa
3920,Tangail,rec_31_audio_5.wav,একটু আকটু তো থাকেই <> এইরহম ভাবে কইছে।,ektu ɐktu t̪o t̪ʰɐke͡ɪ̯ <> e͡ɪ̯ɾɔhɔm bʱɐbe ko͡ɪ̯cʰe।,ektu aktu t̪o t̪ʰake͡i̯ <> e͡i̯rɔhɔm bʱabe ko͡i̯cʰe।
3921,Tangail,rec_31_audio_5.wav,"<> ওই পাশে কেউ, এই পাশে একজন মাঝখানে দুইজন","<> o͡ɪ̯ pɐʃe ke͡u̯, e͡ɪ̯ pɐʃe ɛkɟon mɐɟʱkʰɐne d̪u͡ɪ̯ɟɔn","<> o͡i̯ paʃe ke͡u̯, e͡i̯ paʃe ækɟon maɟʱkʰane d̪u͡i̯ɟɔn"
3922,Tangail,rec_31_audio_6.wav,"<>
ছবি দেয় নাই <>
ছবি আর লাগবোনা, ছবি তো আছেই।","<>
cʰobɪ d̪ee̯ nɐ͡ɪ̯ <>
cʰobɪ ɐɾ lɐgbonɐ, cʰobɪ t̪o ɐcʰe͡ɪ̯।","<>
cʰobi d̪eʲ na͡i̯ <>
cʰobi ar lagbona, cʰobi t̪o acʰe͡i̯।"
3923,Tangail,rec_31_audio_6.wav,"ওইডাই মনে হয়, <> সুন্দর <>","o͡ɪ̯dɐ͡ɪ̯ mone hɔe̯, <> ʃund̪ɔɾ <>","o͡i̯da͡i̯ mone hɔʲ, <> ʃund̪ɔr <>"
3924,Tangail,rec_01_audio_0.wav,"ভালো, ভালো আছো?","bʱɐlo, bʱɐlo ɐcʰo?","bʱalo, bʱalo acʰo?"
3925,Tangail,rec_01_audio_0.wav,এইন্যা মোবাইলে হইলো গেইম খেইলা সেই মজা।,e͡ɪ̯nnɐ mobɐ͡ɪ̯le ho͡ɪ̯lo ge͡ɪ̯m kʰe͡ɪ̯lɐ ʃe͡ɪ̯ mɔɟɐ।,e͡i̯nna moba͡i̯le ho͡i̯lo ge͡i̯m kʰe͡i̯la ʃe͡i̯ mɔɟa।
3926,Tangail,rec_01_audio_0.wav,তাই না কি?,t̪ɐ͡ɪ̯ nɐ kɪ?,t̪a͡i̯ na ki?
3927,Tangail,rec_01_audio_0.wav,পাবজি খেলো না ভাই এহন?,pɐbɟɪ kʰelo nɐ bʱɐ͡ɪ̯ ehon?,pabɟi kʰelo na bʱa͡i̯ ehon?
3928,Tangail,rec_01_audio_0.wav,খেলতাম।,kʰelt̪ɐm।,kʰelt̪am।
3929,Tangail,rec_01_audio_0.wav,"তুমি ওই যে দেখলাম ইয়ে ফেসবুকে দিছিলা ভিডিও, ইংলিশে জানি কী কী বুঝাইলা!","t̪umɪ o͡ɪ̯ ɟe d̪ekʰlɐm ɪʲe pʰesbuke d̪ɪcʰɪlɐ bʱɪdɪ͡o̯, ɪŋlɪʃe ɟɐnɪ kɪ kɪ buɟʱɐ͡ɪ̯lɐ!","t̪umi o͡i̯ ɟe d̪ekʰlam iʲe pʰesbuke d̪icʰila bʱidi͡o̯, iŋliʃe ɟani ki ki buɟʱa͡i̯la!"
3930,Tangail,rec_01_audio_0.wav,হ।,ho।,ho।
3931,Tangail,rec_01_audio_0.wav,দেখলাম।,d̪ekʰlɐm।,d̪ekʰlam।
3932,Tangail,rec_01_audio_1.wav,তুই কিছু বুঝছস?,t̪u͡ɪ̯ kɪcʰu buɟʱcʰoʃ?,t̪u͡i̯ kicʰu buɟʱcʰoʃ?
3933,Tangail,rec_01_audio_1.wav,"সেই ইংলিশ, সেই!","ʃe͡ɪ̯ ɪŋlɪʃ, ʃe͡ɪ̯!","ʃe͡i̯ iŋliʃ, ʃe͡i̯!"
3934,Tangail,rec_01_audio_1.wav,বুঝছস?,buɟʱcʰoʃ?,buɟʱcʰoʃ?
3935,Tangail,rec_01_audio_1.wav,বুঝি নাই তাই কী অবো?,buɟʱɪ nɐ͡ɪ̯ t̪ɐ͡ɪ̯ kɪ ɔbo?,buɟʱi na͡i̯ t̪a͡i̯ ki ɔbo?
3936,Tangail,rec_01_audio_1.wav,দেখছি তো!,d̪ekʰcʰɪ t̪o!,d̪ekʰcʰi t̪o!
3937,Tangail,rec_01_audio_1.wav,"না, পড়াশোনা করবি।","nɐ, pɔɽɐʃonɐ koɾbɪ।","na, pɔɽaʃona korbi।"
3938,Tangail,rec_01_audio_1.wav,পড়াশোনা করলেই বুঝবি।,pɔɽɐʃonɐ koɾle͡ɪ̯ buɟʱbɪ।,pɔɽaʃona korle͡i̯ buɟʱbi।
3939,Tangail,rec_01_audio_1.wav,"না, দেখলাম, ভালোই লাগলো।","nɐ, d̪ekʰlɐm, bʱɐlo͡ɪ̯ lɐglo।","na, d̪ekʰlam, bʱalo͡i̯ laglo।"
3940,Tangail,rec_32_small_audio_0.wav, < > ওরোকম পাওয়া যাবো না।, < > oɾokm pɐ͡o̯ʷɐ ɟɐbo nɐ।, < > orokm pa͡o̯ʷa ɟabo na।
3941,Tangail,rec_32_small_audio_0.wav,তাইলে তক কি  <>,t̪ɐ͡ɪ̯le t̪ɔk kɪ  <>,t̪a͡i̯le t̪ɔk ki  <>
3942,Tangail,rec_01_audio_2.wav,প্রজেক্টরে দেইখা দেইখা কইলা না?,pɾoɟektɔɾe d̪e͡ɪ̯kʰɐ d̪e͡ɪ̯kʰɐ ko͡ɪ̯lɐ nɐ?,proɟektɔre d̪e͡i̯kʰa d̪e͡i̯kʰa ko͡i̯la na?
3943,Tangail,rec_01_audio_2.wav,"না, প্রজেক্টর থিকা বুঝাইলাম আরকি।","nɐ, pɾoɟektɔɾ t̪ʰɪkɐ buɟʱɐ͡ɪ̯lɐm ɐɾɔkɪ।","na, proɟektɔr t̪ʰika buɟʱa͡i̯lam arɔki।"
3944,Tangail,rec_01_audio_2.wav,ওইডাই তো দেখলাম।,o͡ɪ̯dɐ͡ɪ̯ t̪o d̪ekʰlɐm।,o͡i̯da͡i̯ t̪o d̪ekʰlam।
3945,Tangail,rec_01_audio_2.wav,"না, বই যেরকম আরকি ম্যাটেরিয়াল থাকে।","nɐ, bo͡ɪ̯ ɟeɾɔkom ɐɾɔkɪ mɛteɾɪʲɐl t̪ʰɐke।","na, bo͡i̯ ɟerɔkom arɔki mæteriʲal t̪ʰake।"
3946,Tangail,rec_01_audio_2.wav,দেখলাম যে ওইডা দিয়া মানে বুঝায় বুঝায় দিতাছে।,d̪ekʰlɐm ɟe o͡ɪ̯dɐ d̪ɪʲɐ mɐne buɟʱɐe̯ buɟʱɐe̯ d̪ɪt̪ɐcʰe।,d̪ekʰlam ɟe o͡i̯da d̪iʲa mane buɟʱaʲ buɟʱaʲ d̪it̪acʰe।
3947,Tangail,rec_01_audio_2.wav,"উনো আরো কিছু মানুষ আছাল, বড় বড়।","uno ɐɾo kɪcʰu mɐnuʃ ɐcʰɐlo, bɔɽo bɔɽo।","uno aro kicʰu manuʃ acʰalo, bɔɽo bɔɽo।"
3948,Tangail,rec_01_audio_2.wav,হ।,ho।,ho।
3949,Tangail,rec_01_audio_2.wav,ওগ্লা কেরা আছিলো?,oglɐ keɾɐ ɐcʰɪlo?,ogla kera acʰilo?
3950,Tangail,rec_01_audio_3.wav,"ওগ্লাই বুঝাইলাম, ওগ্লাই  স্টুডেন্ট জাতীয় সবগুলাই 
 <> মাইয়া মানুষ আছাল?","oglɐ͡ɪ̯ buɟʱɐ͡ɪ̯lɐm, oglɐ͡ɪ̯  student ɟɐt̪ɪʲo ʃɔbgulɐ͡ɪ̯ 
 <> mɐ͡ɪ̯ʲɐ mɐnuʃ ɐcʰɐlo?","ogla͡i̯ buɟʱa͡i̯lam, ogla͡i̯  student ɟat̪iʲo ʃɔbgula͡i̯ 
 <> ma͡i̯ʲa manuʃ acʰalo?"
3951,Tangail,rec_01_audio_3.wav,হুম।,hum।,hum।
3952,Tangail,rec_01_audio_3.wav,মানে ম্যাডাম ট্যাডাম আছাল না উনু?,mɐne mɛdɐm tɛdɐm ɐcʰɐlo nɐ unu?,mane mædam tædam acʰalo na unu?
3953,Tangail,rec_01_audio_3.wav,"না, একটা খালি স্যার আছিলো।","nɐ, ɛktɐ kʰɐlɪ sɛɾ ɐcʰɪlo।","na, ækta kʰali sær acʰilo।"
3954,Tangail,rec_01_audio_3.wav,"স্যার আছিলো, আর সবটি স্টুডেন্ট।","sɛɾ ɐcʰɪlo, ɐɾ ʃɔbtɪ student।","sær acʰilo, ar ʃɔbti student।"
3955,Tangail,rec_01_audio_3.wav,"তোমার জুনিয়র, না?","t̪omɐɾ ɟunɪʲoɾ, nɐ?","t̪omar ɟuniʲor, na?"
3956,Tangail,rec_01_audio_3.wav,"সিনিয়র আছে, সিনিয়র অইবো <>","sɪnɪʲoɾ ɐcʰe, sɪnɪʲoɾ ɔ͡ɪ̯bo <>","siniʲor acʰe, siniʲor ɔ͡i̯bo <>"
3957,Tangail,rec_01_audio_4.wav,<> তোমার ভিডিও কইরা দেয় কেরা?,<> t̪omɐɾ bʱɪdɪ͡o̯ ko͡ɪ̯ɾɐ d̪ee̯ keɾɐ?,<> t̪omar bʱidi͡o̯ ko͡i̯ra d̪eʲ kera?
3958,Tangail,rec_01_audio_4.wav,"ওই, ওগোর মধ্যেই একজন <> 
ধইরা থাকে খালি,
ওই ভিডিও টিডিও কইরা আয় যে ভাই, আপনার ভিডিওটা করছিলাম।","o͡ɪ̯, ogoɾ mod̪d̪ʱe͡ɪ̯ ɛkɟon <> 
d̪ʱo͡ɪ̯ɾɐ t̪ʰɐke kʰɐlɪ,
o͡ɪ̯ bʱɪdɪ͡o̯ tɪdɪ͡o̯ ko͡ɪ̯ɾɐ ɐe̯ ɟe bʱɐ͡ɪ̯, ɐpnɐɾ bʱɪdɪ͡o̯tɐ koɾcʰɪlɐm।","o͡i̯, ogor mod̪d̪ʱe͡i̯ ækɟon <> 
d̪ʱo͡i̯ra t̪ʰake kʰali,
o͡i̯ bʱidi͡o̯ tidi͡o̯ ko͡i̯ra aʲ ɟe bʱa͡i̯, apnar bʱidi͡o̯ta korcʰilam।"
3959,Tangail,rec_01_audio_4.wav,"পরে দিয়া দেয়, ওগ্লাই
ফেসবুকে ছাইড়া দাও?","pɔɾe d̪ɪʲɐ d̪ee̯, oglɐ͡ɪ̯
pʰesbuke cʰɐ͡ɪ̯ɽɐ d̪ɐ͡o̯?","pɔre d̪iʲa d̪eʲ, ogla͡i̯
pʰesbuke cʰa͡i̯ɽa d̪a͡o̯?"
3960,Tangail,rec_01_audio_4.wav,<>,<>,<>
3961,Tangail,rec_01_audio_5.wav,"<> একটা পেইজ খুলছি, ওইখানে কয়দিন পর গ্রামার ট্রামার নিয়া লেকচার দিয়া ভিডিও টিডিও ছাইড়া দিমু।","<> ɛktɐ pe͡ɪ̯ɟ kʰulcʰɪ, o͡ɪ̯kʰɐne kɔʲd̪ɪn pɔɾ gɾɐmɐɾ tɾɐmɐɾ nɪʲɐ lekcɐɾ d̪ɪʲɐ bʱɪdɪ͡o̯ tɪdɪ͡o̯ cʰɐ͡ɪ̯ɽɐ d̪ɪmu।","<> ækta pe͡i̯ɟ kʰulcʰi, o͡i̯kʰane kɔʲd̪in pɔr gramar tramar niʲa lekcar d̪iʲa bʱidi͡o̯ tidi͡o̯ cʰa͡i̯ɽa d̪imu।"
3962,Tangail,rec_01_audio_5.wav,পেইজ খুলছো?,pe͡ɪ̯ɟ kʰulcʰo?,pe͡i̯ɟ kʰulcʰo?
3963,Tangail,rec_01_audio_5.wav,দিও লিংক।,d̪ɪ͡o̯ lɪŋk।,d̪i͡o̯ liŋk।
3964,Tangail,rec_01_audio_7.wav,"আমি আবার ব্যাকটিরে লাভ রিএক্ট বা লাইক দিয়া দেই, নইলে কেয়ার দিয়া দেই।","ɐmɪ ɐbɐɾ bɛktɪɾe lɐbʱ ɾɪd̪kt bɐ lɐ͡ɪ̯k d̪ɪʲɐ d̪e͡ɪ̯, no͡ɪ̯le keʲɐɾ d̪ɪʲɐ d̪e͡ɪ̯।","ami abar bæktire labʱ rid̪kt ba la͡i̯k d̪iʲa d̪e͡i̯, no͡i̯le keʲar d̪iʲa d̪e͡i̯।"
3965,Tangail,rec_01_audio_7.wav,কিন্তু এই যে ওমর ভাইয়ের ভিডিও দেখলে হাহা দিয়া দেই।,kɪnt̪u e͡ɪ̯ ɟe umoɾ bʱɐ͡ɪ̯ʲeɾ bʱɪdɪ͡o̯ d̪ekʰle hɐhɐ d̪ɪʲɐ d̪e͡ɪ̯।,kint̪u e͡i̯ ɟe umor bʱa͡i̯ʲer bʱidi͡o̯ d̪ekʰle haha d̪iʲa d̪e͡i̯।
3966,Tangail,rec_01_audio_7.wav,"এইন্যা দেখলে তো, আবার ওই যে  <>  আছে, গেম খেলা যায়।","e͡ɪ̯nnɐ d̪ekʰle t̪o, ɐbɐɾ o͡ɪ̯ ɟe  <>  ɐcʰe, gem kʰelɐ ɟɐe̯।","e͡i̯nna d̪ekʰle t̪o, abar o͡i̯ ɟe  <>  acʰe, gem kʰela ɟaʲ।"
3967,Tangail,rec_01_audio_8.wav,"হ, এই তুই কি প্রেম-ট্রেম করোস না কি?"," ho, e͡ɪ̯ t̪u͡ɪ̯ kɪ -tɾem koɾoʃ nɐ kɪ?","ho, e͡i̯ t̪u͡i̯ ki prem-ট্রেম koroʃ na ki?"
3968,Tangail,rec_01_audio_8.wav,অবশ্যই!,ɔboʃʃo͡ɪ̯!,ɔboʃʃo͡i̯!
3969,Tangail,rec_01_audio_8.wav,কী কইলা ভাই?,kɪ ko͡ɪ̯lɐ bʱɐ͡ɪ̯?,ki ko͡i̯la bʱa͡i̯?
3970,Tangail,rec_01_audio_8.wav,এই কথা ভাই তোমারে কে বললো?,e͡ɪ̯ kɔt̪ʰɐ bʱɐ͡ɪ̯ t̪omɐɾe ke bollo?,e͡i̯ kɔt̪ʰa bʱa͡i̯ t̪omare ke bollo?
3971,Tangail,rec_01_audio_8.wav,এই কথা কে বললো তোমাকে?,e͡ɪ̯ kɔt̪ʰɐ ke bollo t̪omɐke?,e͡i̯ kɔt̪ʰa ke bollo t̪omake?
3972,Tangail,rec_01_audio_8.wav,তোর সাথে আমি ফেসবুকে অ্যাড আছি না?,t̪oɾ ʃɐt̪ʰe ɐmɪ pʰesbuke ɛd ɐcʰɪ nɐ?,t̪or ʃat̪ʰe ami pʰesbuke æd acʰi na?
3973,Tangail,rec_01_audio_9.wav,কও কি ভাই আমার সাথে অ্যাড আছো?,kɔ͡o̯ kɪ bʱɐ͡ɪ̯ ɐmɐɾ ʃɐt̪ʰe ɛd ɐcʰo?,kɔ͡o̯ ki bʱa͡i̯ amar ʃat̪ʰe æd acʰo?
3974,Tangail,rec_01_audio_9.wav,আমার কোনও মেয়ে লিস্টে আছে ভাই?,ɐmɐɾ kono meʲe lɪste ɐcʰe bʱɐ͡ɪ̯?,amar kono meʲe liste acʰe bʱa͡i̯?
3975,Tangail,rec_01_audio_9.wav,তুমি দেখছো?,t̪umɪ d̪ekʰcʰo?,t̪umi d̪ekʰcʰo?
3976,Tangail,rec_01_audio_9.wav,অবশ্যই।,ɔboʃʃo͡ɪ̯।,ɔboʃʃo͡i̯।
3977,Tangail,rec_01_audio_9.wav,"তুমি দেখছো ভাই, লিস্টটা একটু চেক করো।","t̪umɪ d̪ekʰcʰo bʱɐ͡ɪ̯, lɪsttɐ ektu cek koɾo।","t̪umi d̪ekʰcʰo bʱa͡i̯, listta ektu cek koro।"
3978,Tangail,rec_01_audio_9.wav,একশো জনের ভিত্রে যদি নব্বুইডা মেয়া না পাইছে তাইলে কবা।,ɛkʃo ɟɔneɾ bʱɪt̪ɾe ɟod̪ɪ nɔbbu͡ɪ̯dɐ meʲɐ nɐ pɐ͡ɪ̯cʰe t̪ɐ͡ɪ̯le kɔbɐ।,ækʃo ɟɔner bʱit̪re ɟod̪i nɔbbu͡i̯da meʲa na pa͡i̯cʰe t̪a͡i̯le kɔba।
3979,Tangail,rec_01_audio_9.wav,মিছা কথা।,mɪcʰɐ kɔt̪ʰɐ।,micʰa kɔt̪ʰa।
3980,Tangail,rec_01_audio_9.wav,তুমি দেইখো ভাই লিস্টে একটাও মেয়া নাই।,t̪umɪ d̪e͡ɪ̯kʰo bʱɐ͡ɪ̯ lɪste ɛktɐ͡o̯ meʲɐ nɐ͡ɪ̯।,t̪umi d̪e͡i̯kʰo bʱa͡i̯ liste ækta͡o̯ meʲa na͡i̯।
3981,Tangail,rec_01_audio_9.wav,সত্যি কথা ক আমি তোরে কী করমু?,ʃot̪t̪ɪ kɔt̪ʰɐ k ɐmɪ t̪oɾe kɪ koɾmu?,ʃot̪t̪i kɔt̪ʰa k ami t̪ore ki kormu?
3982,Tangail,rec_01_audio_9.wav,তুই সত্যি কথা ক।,t̪u͡ɪ̯ ʃot̪t̪ɪ kɔt̪ʰɐ k।,t̪u͡i̯ ʃot̪t̪i kɔt̪ʰa k।
3983,Tangail,rec_01_audio_10.wav,আরে এই বয়সে প্রেম করে না এইডা কতা?,ɐɾe e͡ɪ̯ bɔʲoʃe pɾem koɾe nɐ e͡ɪ̯dɐ kɔt̪ɐ?,are e͡i̯ bɔʲoʃe prem kore na e͡i̯da kɔt̪a?
3984,Tangail,rec_01_audio_10.wav,হ তাই তো।,ho t̪ɐ͡ɪ̯ t̪o।,ho t̪a͡i̯ t̪o।
3985,Tangail,rec_01_audio_10.wav,এই বয়সে প্রেম করবো না?,e͡ɪ̯ bɔʲoʃe pɾem koɾbo nɐ?,e͡i̯ bɔʲoʃe prem korbo na?
3986,Tangail,rec_01_audio_10.wav,এই বয়সে আমরাও প্রেম করতাম।,e͡ɪ̯ bɔʲoʃe ɐmɾɐ͡o̯ pɾem koɾt̪ɐm।,e͡i̯ bɔʲoʃe amra͡o̯ prem kort̪am।
3987,Tangail,rec_01_audio_10.wav,ওইডাই।,o͡ɪ̯dɐ͡ɪ̯।,o͡i̯da͡i̯।
3988,Tangail,rec_01_audio_10.wav,ইশ!,ɪʃ!,iʃ!
3989,Tangail,rec_01_audio_10.wav,বর্তমানে এহনো করে।,bɔɾt̪omɐne ehono koɾe।,bɔrt̪omane ehono kore।
3990,Tangail,rec_01_audio_10.wav,"বান্ধবী আছে কয়েকটা,এই যে একটা
বান্ধবী মানেই তো, বান্ধবী আবার কী?","bɐnd̪ʱobɪ ɐcʰe kɔʲektɐ,e͡ɪ̯ ɟe ɛktɐ
bɐnd̪ʱobɪ mɐne͡ɪ̯ t̪o, bɐnd̪ʱobɪ ɐbɐɾ kɪ?","band̪ʱobi acʰe kɔʲekta,e͡i̯ ɟe ækta
band̪ʱobi mane͡i̯ t̪o, band̪ʱobi abar ki?"
3991,Tangail,rec_01_audio_11.wav,প্রেম-ট্রেম করিও না।, -tɾem koɾɪ͡o̯ nɐ।,prem-ট্রেম kori͡o̯ na।
3992,Tangail,rec_01_audio_11.wav,আমারে প্রেম করায় দেওছেন একটা।,ɐmɐɾe pɾem kɔɾɐe̯ d̪e͡o̯cʰen ɛktɐ।,amare prem kɔraʲ d̪e͡o̯cʰen ækta।
3993,Tangail,rec_01_audio_11.wav,মানে ভদ্র ঘরের।,mɐne bʱɔd̪ɾo gʱɔɾeɾ।,mane bʱɔd̪ro gʱɔrer।
3994,Tangail,rec_01_audio_11.wav,ওই যে সত্যি কতা কইছে।,o͡ɪ̯ ɟe ʃot̪t̪ɪ kɔt̪ɐ ko͡ɪ̯cʰe।,o͡i̯ ɟe ʃot̪t̪i kɔt̪a ko͡i̯cʰe।
3995,Tangail,rec_01_audio_11.wav,আমার আর এহন কইয়া লাভ কী?,ɐmɐɾ ɐɾ ehon ko͡ɪ̯ʲɐ lɐbʱ kɪ?,amar ar ehon ko͡i̯ʲa labʱ ki?
3996,Tangail,rec_01_audio_6.wav,"সবার ই এর ভিত্রে লাভ রিয়েক্ট দেয়,  আমারডার ভিত্রে সবাই খালি হাহা দেয়, বুঝিনা।","ʃɔbɐɾ ɪ eɾ bʱɪt̪ɾe lɐbʱ ɾɪʲektɔ d̪ee̯,  ɐmɐɾdɐɾ bʱɪt̪ɾe ʃɔbɐ͡ɪ̯ kʰɐlɪ hɐhɐ d̪eʲ, buɟʱɪnɐ।","ʃɔbar i er bʱit̪re labʱ riʲektɔ d̪eʲ,  amardar bʱit̪re ʃɔba͡i̯ kʰali haha d̪eʲ, buɟʱina।"
3997,Tangail,rec_01_audio_6.wav,"রিয়েক্ট দেয় তো তোর হচ্ছে কেমন টাইপের পুস্ট করতাছস <>
না, কিছু হাসাহাসির জিনিস না দিলেও না হাসা, হাহা দিয়া থুয়া দেয়।"," ɾɪʲektɔ d̪ee̯ t̪o t̪oɾ hoccʰe kɛmon tɐ͡ɪ̯peɾ puʃt koɾt̪ɐcʰɔʃ <>
nɐ, kɪcʰu hɐʃɐhɐʃɪɾ ɟɪnɪʃ nɐ d̪ɪle͡o̯ nɐ hɐʃɐ, hɐhɐ d̪ɪʲɐ t̪ʰuʲɐ d̪ee̯।","riʲektɔ d̪eʲ t̪o t̪or hoccʰe kæmon ta͡i̯per puʃt kort̪acʰɔʃ <>
না, kicʰu haʃahaʃir ɟiniʃ na d̪ile͡o̯ na haʃa, haha d̪iʲa t̪ʰuʲa d̪eʲ।"
3998,Tangail,rec_01_audio_6.wav,আমার যে <> রাগ উঠে।,ɐmɐɾ ɟe <> ɾɐg utʰe।,amar ɟe <> rag utʰe।
3999,Tangail,rec_01_audio_6.wav,"কইলাম শালা, তরে যদি সামনে পাইতাম","ko͡ɪ̯lɐm ʃɐlɐ, t̪ɔɾe ɟod̪ɪ ʃɐmne pɐ͡ɪ̯t̪ɐm","ko͡i̯lam ʃala, t̪ɔre ɟod̪i ʃamne pa͡i̯t̪am"
4000,Tangail,rec_01_audio_12.wav,<> আমার ফেসবুকে পাবি?,<> ɐmɐɾ pʰesbuke pɐbɪ?,<> amar pʰesbuke pabi?
4001,Tangail,rec_01_audio_12.wav,আমি ফেসবুকে মেসেঞ্জারেই অ্যাকটিভ থাকি না।,ɐmɪ pʰesbuke mesenɟɐɾe͡ɪ̯ ɛktɪbʱ t̪ʰɐkɪ nɐ।,ami pʰesbuke mesenɟare͡i̯ æktibʱ t̪ʰaki na।
4002,Tangail,rec_01_audio_12.wav,"আমি ডাইরেক্ট তোমার ডে'ই দেখছিলাম, ডে দিছিলা।","ɐmɪ dɐ͡ɪ̯ɾektɔ t̪omɐɾ de'ɪ d̪ekʰcʰɪlɐm, de d̪ɪcʰɪlɐ।","ami da͡i̯rektɔ t̪omar de'i d̪ekʰcʰilam, de d̪icʰila।"
4003,Tangail,rec_01_audio_12.wav,"পোলাহান প্রেম কইরা ডে দেয় ফেসবুকে, আহহহহ।","polɐhɐn pɾem ko͡ɪ̯ɾɐ de d̪ee̯ pʰesbuke, ɐhohɔhɔho।","polahan prem ko͡i̯ra de d̪eʲ pʰesbuke, ahohɔhɔho।"
4004,Tangail,rec_01_audio_12.wav,এইডা দেখছস?,e͡ɪ̯dɐ d̪ekʰcʰɔʃ?,e͡i̯da d̪ekʰcʰɔʃ?
4005,Tangail,rec_01_audio_12.wav,এই যে এইডা?,e͡ɪ̯ ɟe e͡ɪ̯dɐ?,e͡i̯ ɟe e͡i̯da?
4006,Tangail,rec_01_audio_12.wav,<> কইলাম যে এইডা দেখছস?,<> ko͡ɪ̯lɐm ɟe e͡ɪ̯dɐ d̪ekʰcʰɔʃ?,<> ko͡i̯lam ɟe e͡i̯da d̪ekʰcʰɔʃ?
4007,Tangail,rec_01_audio_12.wav,এইডা হরায়  ওইডা নিলাম।,e͡ɪ̯dɐ hɔɾɐe̯  o͡ɪ̯dɐ nɪlɐm।,e͡i̯da hɔraʲ  o͡i̯da nilam।
4008,Tangail,rec_01_audio_12.wav,তুমি বুঝোনা?,t̪umɪ buɟʱonɐ?,t̪umi buɟʱona?
4009,Tangail,rec_01_audio_13.wav,এইডা দেন যাবো?,e͡ɪ̯dɐ d̪ɛn ɟɐbo?,e͡i̯da d̪æn ɟabo?
4010,Tangail,rec_01_audio_13.wav,এইডা অইলো কুখ্যাত বিখ্যাত দামী ফোন।,e͡ɪ̯dɐ ɔ͡ɪ̯lo kukkʰɐt̪o bɪkkʰɐt̪o d̪ɐmɪ pʰon।,e͡i̯da ɔ͡i̯lo kukkʰat̪o bikkʰat̪o d̪ami pʰon।
4011,Tangail,rec_01_audio_13.wav,এইডা দেন যাবো?,e͡ɪ̯dɐ d̪ɛn ɟɐbo?,e͡i̯da d̪æn ɟabo?
4012,Tangail,rec_01_audio_13.wav,"হেজন্যে কইলাম ওইযে ওইডার অইলো আইফোন, থাইকা থাইকা ডেল মারে ইচ্ছা কইরা।","heɟonne ko͡ɪ̯lɐm o͡ɪ̯ɟe o͡ɪ̯dɐɾ ɔ͡ɪ̯lo ɐ͡ɪ̯pʰon, t̪ʰɐ͡ɪ̯kɐ t̪ʰɐ͡ɪ̯kɐ del mɐɾe ɪccʰɐ ko͡ɪ̯ɾɐ।","heɟonne ko͡i̯lam o͡i̯ɟe o͡i̯dar ɔ͡i̯lo a͡i̯pʰon, t̪ʰa͡i̯ka t̪ʰa͡i̯ka del mare iccʰa ko͡i̯ra।"
4013,Tangail,rec_01_audio_13.wav,আসলেই।,ɐʃole͡ɪ̯।,aʃole͡i̯।
4014,Tangail,rec_01_audio_13.wav,"দেছিন মামা এহন একটা <> 
রাব্বি কয়বছর ধইরা প্রেম করোস?","d̪ecʰɪn mɐmɐ ehon ɛktɐ <> 
ɾɐbbɪ kɔʲbɔcʰoɾ d̪ʱo͡ɪ̯ɾɐ pɾem koɾoʃ?","d̪ecʰin mama ehon ækta <> 
rabbi kɔʲbɔcʰor d̪ʱo͡i̯ra prem koroʃ?"
4015,Tangail,rec_01_audio_13.wav,"আরে না ভাই, ধ্যের মিয়া, কি কও মিয়া।","ɐɾe nɐ bʱɐ͡ɪ̯, d̪ʱeɾ mɪʲɐ, kɪ kɔ͡o̯ mɪʲɐ।","are na bʱa͡i̯, d̪ʱer miʲa, ki kɔ͡o̯ miʲa।"
4016,Tangail,rec_01_audio_14.wav,সাত আট মাস হইছে।,ʃɐt̪ ɐt mɐʃ ho͡ɪ̯cʰe।,ʃat̪ at maʃ ho͡i̯cʰe।
4017,Tangail,rec_01_audio_14.wav,বছর যায় নাই এহনো।,bɔcʰoɾ ɟɐe̯ nɐ͡ɪ̯ ehono।,bɔcʰor ɟaʲ na͡i̯ ehono।
4018,Tangail,rec_01_audio_14.wav,"তওবা, তওবা, আস্তাগফিরুল্লাহ!","t̪ɔ͡o̯bɐ, t̪ɔ͡o̯bɐ, ɐst̪ɐgpʰɪɾullɐh!","t̪ɔ͡o̯ba, t̪ɔ͡o̯ba, ast̪agpʰirullah!"
4019,Tangail,rec_01_audio_14.wav,মেয়ের বাড়ি জানি কুনহানের রে?,meʲeɾ bɐɽɪ ɟɐnɪ kunhɐneɾ ɾe?,meʲer baɽi ɟani kunhaner re?
4020,Tangail,rec_01_audio_14.wav,"লাটোর, নাটোর।","lɐtoɾ, nɐtoɾ।","lator, nator।"
4021,Tangail,rec_01_audio_14.wav,লাটোর?,lɐtoɾ?,lator?
4022,Tangail,rec_01_audio_14.wav,ফেসবুকে পরিচয়?,pʰesbuke poɾɪcɔe̯?,pʰesbuke poricɔʲ?
4023,Tangail,rec_01_audio_14.wav,পরিচয় কীভাবে?,poɾɪcɔe̯ kɪbʱɐbe?,poricɔʲ kibʱabe?
4024,Tangail,rec_01_audio_14.wav,জানি না।,ɟɐnɪ nɐ।,ɟani na।
4025,Tangail,rec_01_audio_14.wav,"আমি কি ভাই, আমি জানি না।","ɐmɪ kɪ bʱɐ͡ɪ̯, ɐmɪ ɟɐnɪ nɐ।","ami ki bʱa͡i̯, ami ɟani na।"
