District,External_ID,Contents,ipa
Tangail,rec_06_audio_104.wav,ষাইট ট্যাহা দেইন গা পরে মিলাইতাছি।,ʃa͡i̯t tæha d̪e͡i̯n ga pɔre mila͡i̯t̪acʰi।
Tangail,rec_06_audio_104.wav,হাবিরে দিয়া লই আগে।,habire d̪iʲa lɔ͡i̯ age।
Tangail,rec_06_audio_105.wav,বাইতই খেপাইয়া করন লাগবো।,ba͡i̯t̪o͡i̯ kʰepa͡i̯ʲa kɔron lagbo।
Tangail,rec_06_audio_105.wav,বাইতই <> করন নাগবো।,ba͡i̯t̪o͡i̯ <> kɔron nagobo।
Tangail,rec_06_audio_105.wav,লেপটপ কিনা দেওয়ার কী দরকার?,lepɔtop kina d̪e͡o̯ʷar ki d̪ɔrkar?
Tangail,rec_06_audio_105.wav,এসএসসি পাশ করছে কেবল।,eʃo͡e̯ssi paʃ korcʰe kebol।
Tangail,rec_06_audio_105.wav,ওইযে আবার ইয়ের কতা কইলা না?,o͡i̯ɟe abar iʲer kɔt̪a ko͡i̯la na?
Tangail,rec_06_audio_105.wav,হোটেলের কতা কইলা না?,hoteler kɔt̪a ko͡i̯la na?
Tangail,rec_06_audio_105.wav,হোটেলে আমি তোমার ওইযে যে তোমার আরেডা যে কতা কই।,hotele ami t̪omar o͡i̯ɟe ɟe t̪omar areda ɟe kɔt̪a ko͡i̯।
Tangail,rec_06_audio_105.wav,এইযে এইডা এইডার মদ্যে ঘুণ ধরছাল।,e͡i̯ɟe e͡i̯da e͡i̯dar mod̪d̪e gʱun d̪ʱorcʰalo।
Tangail,rec_06_audio_105.wav,এইডার ঘুণের বিষ দিয়া সুন্দর কইরা আবার গুছাইছি।,e͡i̯dar gʱuner biʃ d̪iʲa ʃund̪ɔr ko͡i̯ra abar gucʰa͡i̯cʰi।
Tangail,rec_06_audio_105.wav,ছয় মাস আগের ঘটনা।,cʰɔʲ maʃ ager gʱɔtona।
Tangail,rec_06_audio_106.wav,কতোহন বালু <>।,kɔt̪ohon balu <>।
Tangail,rec_06_audio_106.wav,ওইন্না ই করে।,o͡i̯nna i kore।
Tangail,rec_06_audio_106.wav,"তহন আমি মানে এইডা মদ্যে মানে  পরিষ্কার করার পর কইলাম যে, হাত-টাত ধুইয়া আমি ওনথন পুরী খাইয়া আহি গা।"," t̪ɔhon ami mane e͡i̯da mod̪d̪e mane  poriʃkar kɔrar pɔr ko͡i̯lam ɟe, -tat̪ d̪ʱu͡i̯ʲa ami ont̪ʰɔn puri kʰa͡i̯ʲa ahi ga।"
Tangail,rec_06_audio_106.wav,সক্কালে আইছি আমি ভোরে।,ʃɔkkale a͡i̯cʰi ami bʱore।
Tangail,rec_06_audio_106.wav,শুক্রবাইরা দিন।,ʃukroba͡i̯ra d̪in।
Tangail,rec_06_audio_106.wav,আমি নামাজ পড়মু আবার যাইয়া হাইরা ই টি কইরা।,ami namaɟ pɔɽmu abar ɟa͡i̯ʲa ha͡i̯ra i ti ko͡i̯ra।
Tangail,rec_06_audio_106.wav,হুম হুম হুম।,hum hum hum।
Tangail,rec_06_audio_106.wav,পরে তোমার আমি।,pɔre t̪omar ami।
Tangail,rec_06_audio_107.wav,আমি দেখলাম আঙ্গো এলাকার লোকে <>।এই পরিমাণ তোমার ভ্যানচালক।,ami d̪ekʰlam aŋgo elakar loke <>।e͡i̯ poriman t̪omar bʱæncalok।
Tangail,rec_06_audio_107.wav,তারপরে তোমার অইতাছে তোমার ই।,t̪arpɔre t̪omar ɔ͡i̯t̪acʰe t̪omar i।
Tangail,rec_06_audio_107.wav,মানে অরা কি করছে?,mane ɔra ki korcʰe?
Tangail,rec_06_audio_107.wav,"সকালে বউ-পোলাহান খাইক বা না খাইক, একশ ট্যাহা পঞ্চাশ ট্যাহা কইরা চা খাইতাছে, বিল তুইলা হালাইতাছে।","ʃɔkale bɔ͡u̯-polahan kʰa͡i̯k ba na kʰa͡i̯k, ækʃo tæha pɔncaʃ tæha ko͡i̯ra ca kʰa͡i̯t̪acʰe, bil t̪u͡i̯la hala͡i̯t̪acʰe।"
Tangail,rec_06_audio_107.wav,আবার আঙ্গোর হিসাব কি জানো?,abar aŋgor hiʃab ki ɟano?
Tangail,rec_06_audio_107.wav,আমি কিন্তু পঞ্চাশ ট্যাহা বিল দিলাম আমি।,ami kint̪u pɔncaʃ tæha bil d̪ilam ami।
Tangail,rec_06_audio_107.wav,আমি দুইডা পরোটা খাইলাম আর একটা ডিম ভাজা খাইলাম।,ami d̪u͡i̯da pɔrota kʰa͡i̯lam ar ækta dim bʱaɟa kʰa͡i̯lam।
Tangail,rec_06_audio_107.wav,"দশ ট্যাহা দশ ট্যাহা বিশ ট্যাহা, কী কী জান মানে এবায়-সেবায় পঞ্চাশ ট্যাহা ষাইট ট্যাহা বিল অইলো।","d̪ɔʃ tæha d̪ɔʃ tæha biʃ tæha, ki ki ɟan mane ebaʲ-ʃebaʲ pɔncaʃ tæha ʃa͡i̯t tæha bil ɔ͡i̯lo।"
Tangail,rec_06_audio_108.wav,"আমি কইলাম যে, এই পঞ্চাশ ট্যাহা দিতা আমার অইতো?","ami ko͡i̯lam ɟe, e͡i̯ pɔncaʃ tæha d̪it̪a amar ɔ͡i̯t̪o?"
Tangail,rec_06_audio_108.wav,"আমি ডাইল যুদি খাইতাম বাইত, ভালো কইরা ঘোনো কইরা রাইন্দা, শাক ভাজি দা।","ami da͡i̯l ɟud̪i kʰa͡i̯t̪am ba͡i̯t̪o, bʱalo ko͡i̯ra gʱono ko͡i̯ra ra͡i̯nd̪a, ʃak bʱaɟi d̪a।"
Tangail,rec_06_audio_108.wav,তাও আমার পরিবার সবটি খাইতো।,t̪a͡o̯ amar poribar ʃɔbti kʰa͡i̯t̪o।
Tangail,rec_06_audio_108.wav,আমার এইন্দা ইসাব করলাম।,amar e͡i̯nd̪a iʃab korlam।
Tangail,rec_06_audio_108.wav,আমি কিন্তু অনু কামের জন্য খালি গেছি একমাত্র।,ami kint̪u onu kamer ɟonno kʰali gecʰi ækmat̪ro।
Tangail,rec_06_audio_108.wav,আর এই ট্যাহা কিন্তু দৈনিক উড়াইতাছে।,ar e͡i̯ tæha kint̪u d̪o͡i̯nik uɽa͡i̯t̪acʰe।
Tangail,rec_06_audio_109.wav,পায় ও কিবা কইরা?,paʲ o kiba ko͡i̯ra?
Tangail,rec_06_audio_109.wav,আবার এইযে এনু মুঠাপিঠা বানাইতো না এনে একসময়?,abar e͡i̯ɟe enu mutʰapitʰa bana͡i̯t̪o na ene ækʃɔmɔʲ?
Tangail,rec_06_audio_109.wav,এইযে আঙ্গোর ইয়ে শীতে কয়দিন মুঠাপিঠা বানাইতো কিন্তু।,e͡i̯ɟe aŋgor iʲe ʃit̪e kɔʲd̪in mutʰapitʰa bana͡i̯t̪o kint̪u।
Tangail,rec_06_audio_109.wav,তুমি দেখছো কি না?,t̪umi d̪ekʰcʰo ki na?
Tangail,rec_06_audio_109.wav,এক আমি বইছি চেয়ারে যাইয়া হুট কইরা মুঠাপিঠা খামু।,æk ami bo͡i̯cʰi ceʲare ɟa͡i̯ʲa hut ko͡i̯ra mutʰapitʰa kʰamu।
Tangail,rec_06_audio_109.wav,এক অটোআলা কি কইতাছে জানো?,æk ɔto͡a̯la ki ko͡i̯t̪acʰe ɟano?
Tangail,rec_06_audio_109.wav,"কয়, আমার বাফেও খাইছে আমিও খাই।","kɔʲ, amar bapʰe͡o̯ kʰa͡i̯cʰe ami͡o̯ kʰa͡i̯।"
Tangail,rec_06_audio_109.wav,মানে সিগেরেট-বিড়ি খায় দৈনিক দুইশো কইরা।,mane ʃigeret-biɽi kʰaʲ d̪o͡i̯nik d̪u͡i̯ʃo ko͡i̯ra।
Tangail,rec_06_audio_110.wav,অয় দুইশো কইরা হাইরা ও মানে সিগেরেট-বিড়ি খাবো।,ɔʲ d̪u͡i̯ʃo ko͡i̯ra ha͡i̯ra o mane ʃigeret-biɽi kʰabo।
Tangail,rec_06_audio_110.wav,তারপরে মনে করো চা-পান খায় দুইশো ট্যাহা কইরা।,t̪arpɔre mone koro ca-pan kʰaʲ d̪u͡i̯ʃo tæha ko͡i̯ra।
Tangail,rec_06_audio_110.wav,মাসে ছয় হাজার টেকা।,maʃe cʰɔʲ haɟar teka।
Tangail,rec_06_audio_110.wav,মাসে ছয় হাজার।,maʃe cʰɔʲ haɟar।
Tangail,rec_06_audio_110.wav,পরে কইলাম যে মানে অরে ধরলাম।,pɔre ko͡i̯lam ɟe mane ɔre d̪ʱɔrlam।
Tangail,rec_06_audio_110.wav,"কইলাম যে, এই হুনুইন ভাই।","ko͡i̯lam ɟe, e͡i̯ hunu͡i̯n bʱa͡i̯।"
Tangail,rec_06_audio_110.wav,কয় আমার বাড়ি কোথায়?,kɔʲ amar baɽi kot̪ʰaʲ?
Tangail,rec_06_audio_110.wav,তো ছোট অবো আঙ্গোর চাইয়া আরকি বয়সে।,t̪o cʰoto ɔbo aŋgor ca͡i̯ʲa arɔki bɔʲoʃe।
Tangail,rec_06_audio_110.wav,আমি তো আপনে কইরাই কইতাছি।,ami t̪o apne ko͡i̯ra͡i̯ ko͡i̯t̪acʰi।
Tangail,rec_06_audio_110.wav,"কয়, অমক জায়গায়।","kɔʲ, ɔmok ɟaʲgaʲ।"
Tangail,rec_06_audio_110.wav,কইলাম আপনে যে দুইশো ট্যাহা কইরা খাইন?,ko͡i̯lam apne ɟe d̪u͡i̯ʃo tæha ko͡i̯ra kʰa͡i̯n?
Tangail,rec_06_audio_110.wav,মাসে কয় হাজার অয় জানুইন?,maʃe kɔʲ haɟar ɔʲ ɟanu͡i̯n?
Tangail,rec_06_audio_110.wav,আ কইরা চাইয়া অইছে।,a ko͡i̯ra ca͡i̯ʲa e͡i̯cʰe।
Tangail,rec_06_audio_110.wav,ও তো আর জরিপ বুজে না।,o t̪o ar ɟorip buɟe na।
Tangail,rec_06_audio_111.wav,তে আঙ্গো পাঁচ বছরে কতো দাঁড়াবো জানুইন?,t̪e aŋgo pãc bɔcʰore kɔt̪o d̪ãɽabo ɟanu͡i̯n?
Tangail,rec_06_audio_111.wav,এবা কইরা খাইতে না।,eba ko͡i̯ra kʰa͡i̯t̪e na।
Tangail,rec_06_audio_111.wav,কইলাম আমার কিন্তু আমনের অগ্রণী ব্যাংকে ডিপিএস আছে তিন হাজার টেকার মাসে।,ko͡i̯lam amar kint̪u amoner ɔgroni bæŋke dipi͡e̯s acʰe t̪in haɟar tekar maʃe।
Tangail,rec_06_audio_111.wav,আমি কিন্তু আমার পাঁচ বছর পর বা  আমার কিন্তু এতো এতো টেকা কিন্তু দাঁড়াবো এই টাকাডা।,ami kint̪u amar pãc bɔcʰor pɔr ba  amar kint̪u et̪o et̪o teka kint̪u d̪ãɽabo e͡i̯ takada।
Tangail,rec_06_audio_111.wav,"আমি কিন্তু আমনের নেগালা বিড়ি সিগারেট খাই না, চা-পান খাই না।","ami kint̪u amoner negala biɽi ʃigaret kʰa͡i̯ na, ca-pan kʰa͡i̯ na।"
Tangail,rec_06_audio_111.wav,পরে কইলাম আমনে ওই তুড়ি বুজায় দিলাম আর কইলাম না।,pɔre ko͡i̯lam amone o͡i̯ t̪uɽi buɟaʲ d̪ilam ar ko͡i̯lam na।
Tangail,rec_06_audio_111.wav,গেলো গা।,gelo ga।
Tangail,rec_06_audio_111.wav,পরে অর উদাহরণে আমি কি বুজলাম জানো?,pɔre ɔr ud̪ahɔrɔne ami ki buɟlam ɟano?
Tangail,rec_06_audio_112.wav,ও তো অরই বুঝাইতেছে।,o t̪o ɔri buɟʱa͡i̯t̪ecʰe।
Tangail,rec_06_audio_112.wav,ও অর পরে অর কয়দিন পরে পোলাহান যে অবো ওরে খাবারই দিবো না অরে।,o ɔr pɔre ɔr kɔʲd̪in pɔre polahan ɟe ɔbo ore kʰabari d̪ibo na ɔre।
Tangail,rec_06_audio_112.wav,সেটাই তো।,ʃeta͡i̯ t̪o।
Tangail,rec_06_audio_112.wav,ও ফুরাইতাছে ও।,o pʰura͡i̯t̪acʰe o।
Tangail,rec_06_audio_112.wav,ও ট্যাহা ইনভেস্ট করতাছে না তো।,o tæha inbʱest kort̪acʰe na t̪o।
Tangail,rec_06_audio_112.wav,টেকা সেভিংস করা লাগবো না?,teka ʃebʱiŋs kɔra lagbo na?
Tangail,rec_06_audio_112.wav,সেভিংস করতাছে না ও।,ʃebʱiŋs kort̪acʰe na o।
Tangail,rec_06_audio_112.wav,সেটাই।,ʃeta͡i̯।
Tangail,rec_06_audio_112.wav,"মানে ও ভাংতাছে, ওইডা ফাও ভাংতাছে।","mane o bʱaŋt̪acʰe, o͡i̯da pʰa͡o̯ bʱaŋt̪acʰe।"
Tangail,rec_06_audio_112.wav,এইডাই তো এইডাই কি কেনো বললাম জানো প্রথমে?,e͡i̯da͡i̯ t̪o e͡i̯da͡i̯ ki keno bollam ɟano prot̪ʰome?
Tangail,rec_39_audio_57.wav,যেহেতু অর একটা আগেই স্রিচুয়াল একটা ই ছিলো পশু-পাখিদের প্রতি।,ɟehet̪u ɔr ækta age͡i̯ sricuʲal ækta i cʰilo poʃu-pakʰid̪er prot̪i।
Tangail,rec_39_audio_57.wav,পরে ও ওই বাঘটারে এই বৈঠার সাহায্যে যেমনেই হোক ওই নৌকায় উঠায় কিন্তু বাঘ তো হিংস্র প্রাণি।,pɔre o o͡i̯ bagʱtare e͡i̯ bo͡i̯tʰar ʃahaɟɟe ɟemone͡i̯ hok o͡i̯ no͡u̯kaʲ utʰaʲ kint̪u bagʱ t̪o hiŋsro prani।
Tangail,rec_39_audio_57.wav,অর তো খিদা লাইগা গেছে মানে ও এহন চাইতাছে যে ইয়েরেই খাইতে।,ɔr t̪o kʰid̪a la͡i̯ga gecʰe mane o ehon ca͡i̯t̪acʰe ɟe iʲere͡i̯ kʰa͡i̯t̪e।
Tangail,rec_39_audio_58.wav,ইরফান খানরে খাইতে।,irpʰan kʰanre kʰa͡i̯t̪e।
Tangail,rec_39_audio_58.wav,কিন পরে এইরকম করে খাইতে নেয় পরে ইরফান খান আবার লাফ দিয়া পানিতে যায়।,kin pɔre e͡i̯rɔkom kore kʰa͡i̯t̪e neʲ pɔre irpʰan kʰan abar lapʰ d̪iʲa panit̪e ɟaʲ।
Tangail,rec_39_audio_58.wav,ওর একটা আবার আলাদা ই আছে।,or ækta abar alad̪a i acʰe।
Tangail,rec_39_audio_58.wav,আলাদা ভাসার ভাসে থাকার জন্য আরেকটা ই রাখছে যেহেতু ওউ বুঝতে পারছে যে বাঘ যেহেতু,alad̪a bʱaʃar bʱaʃe t̪ʰakar ɟonno arekta i rakʰcʰe ɟehet̪u o͡u̯ buɟʱt̪e parcʰe ɟe bagʱ ɟehet̪u
Tangail,rec_39_audio_59.wav,"ও হয়তো, মানে ই ও করতে পারে হিংস্র হইয়ে যাইতে পারে।","o hɔʲt̪o, mane i o kort̪e pare hiŋsro ho͡i̯ʲe ɟa͡i̯t̪e pare।"
Tangail,rec_39_audio_59.wav,পরে এইরকম করতে করতে ইরফান খান  বাঁইচা থাকার অনেক টেকনিক শিখে।,pɔre e͡i̯rɔkom kort̪e kort̪e irpʰan kʰan  bãica t̪ʰakar ɔnek teknik ʃikʰe।
Tangail,rec_39_audio_59.wav,ও মাছ নিয়া মানে সাগর থিকা মাছ ধরে ওই মাছ নিয়া,o macʰ niʲa mane ʃagor t̪ʰika macʰ d̪ʱore o͡i̯ macʰ niʲa
Tangail,rec_39_audio_60.wav,অই বাঘরে খাইতে দেয়।,ɔ͡i̯ bagʱɔre kʰa͡i̯t̪e d̪eʲ।
Tangail,rec_39_audio_60.wav,পরে আস্তে আস্তে বাঘটারে বসে আনে।,pɔre ast̪e ast̪e bagʱtare boʃe ane।
Tangail,rec_39_audio_60.wav,"বাঘটারে বসে আনে, পরে বাঘও বুঝতে পারে যে, আমার মানে বাঁইচা থাকার জন্য ওই মানুষেরও দরকার আছে","bagʱtare boʃe ane, pɔre bagʱo buɟʱt̪e pare ɟe, amar mane bãica t̪ʰakar ɟonno o͡i̯ manuʃero d̪ɔrkar acʰe"
Tangail,rec_39_audio_61.wav,পরে এইরকম দুইজনে অনেক সময় পাড়ি দেয়।,pɔre e͡i̯rɔkom d̪u͡i̯ɟɔne ɔnek ʃɔmɔʲ paɽi d̪eʲ।
Tangail,rec_39_audio_61.wav,দীর্ঘসময় পাড়ি দেয়।,d̪irgʱosmɔʲ paɽi d̪eʲ।
Tangail,rec_39_audio_61.wav,এইসময় তারা সাগরের বিভিন্ন ই দ্যাখে।,e͡i̯ʃɔmɔʲ t̪ara ʃagorer bibʱinno i d̪ækʰe।
Tangail,rec_39_audio_61.wav,পশু-পাখি দ্যাখে তারা বিভিন্ন পশু-পাখি, poʃu- d̪ækʰe t̪ara bibʱinno poʃu-
Tangail,rec_39_audio_62.wav,দ্যাহে।,d̪æhe।
Tangail,rec_39_audio_62.wav,পরে ওই মানে বন্ধুত্ব হইয়া যায় আর কি।,pɔre o͡i̯ mane bond̪ʱut̪t̪o ho͡i̯ʲa ɟaʲ ar ki।
Tangail,rec_39_audio_62.wav,"এইসময় পরে অরা ভাসতে ভাসতে এই দুইজনে মেক্সিকোর একটা দ্বীপের, দ্বীপ নাকি তীরের আইসা পড়ে।","e͡i̯ʃɔmɔʲ pɔre ɔra bʱaʃt̪e bʱaʃt̪e e͡i̯ d̪u͡i̯ɟɔne meksikor ækta d̪iper, d̪ip naki t̪irer a͡i̯ʃa pɔɽe।"
Tangail,rec_39_audio_62.wav,মানে লোকালয় আছে এইরকম জায়গায় আবার বনও আছে।,mane lokalɔʲ acʰe e͡i̯rɔkom ɟaʲgaʲ abar bɔno acʰe।
Tangail,rec_39_audio_63.wav,পরে রিচাড পার্কার যে বাঘটা ও বনে চইলা যায় গা।,pɔre ricad parkar ɟe bagʱta o bɔne cɔ͡i̯la ɟaʲ ga।
Tangail,rec_39_audio_63.wav,নাইমাই না নায়মাই বনে চইলা যায় গা।,na͡i̯ma͡i̯ na naʲma͡i̯ bɔne cɔ͡i̯la ɟaʲ ga।
Tangail,rec_39_audio_63.wav,আর ইরফান খান ওই বাঘটারে চইলা যাইতে দ্যাহে কিন্তু বাঘটা মানে কহনো পিছনে ফিরা আর তাকায় না।,ar irpʰan kʰan o͡i̯ bagʱtare cɔ͡i̯la ɟa͡i̯t̪e d̪æhe kint̪u bagʱta mane kɔhono picʰone pʰira ar t̪akaʲ na।
Tangail,rec_39_audio_64.wav,এতে মনে করো কিন্তু ইরফান খান ভাবছিলো যে একবার হয়তো অর কাছে আইসা আবার চইলা যাবো।,et̪e mone koro kint̪u irpʰan kʰan bʱabcʰilo ɟe ækbar hɔʲt̪o ɔr kacʰe a͡i̯ʃa abar cɔ͡i̯la ɟabo।
Tangail,rec_39_audio_64.wav,মানে আমরা অনেকসময় কুকুর বিড়ালরে যেইরকম আদর করি ওইরকম একটা আদর দিতে চাইছিলো ইরফান খান।,mane amra ɔnekʃɔmɔʲ kukur biɽalre ɟe͡i̯rɔkom ad̪or kori o͡i̯rɔkom ækta ad̪or d̪it̪e ca͡i̯cʰilo irpʰan kʰan।
Tangail,rec_39_audio_65.wav,এই ছবির লাস্টের দিকের যে লাইনডা আছে।,e͡i̯ cʰobir laster d̪iker ɟe la͡i̯nda acʰe।
Tangail,rec_39_audio_65.wav,এই লাইনডা মানে আমার সবচেয়ে খুব টাচি একটা লাইন।,e͡i̯ la͡i̯nda mane amar ʃɔbceʲe kʰub taci ækta la͡i̯n।
Tangail,rec_39_audio_65.wav,"যেনে বলা অইছে, ""আই সাপোজ ইন দা ইন্ড, দ্যা হোল অফ লাইফ বিকামস অ্যা এক্ট অফ লেটিং গো।","ɟene bɔla e͡i̯cʰe, ""a͡i̯ ʃapoɟ in d̪a ind, d̪æ hol ɔpʰ la͡i̯pʰ bikamoʃ æ ækt ɔpʰ letiŋ go।"
Tangail,rec_39_audio_66.wav,"বাট হোয়াট হার্ট মোস্ট ইজ নট টেকিং এ মোমেন্ট টু সে গুড বায়""।","bat hoʲat hart most iɟ nɔt tekiŋ e moment tu ʃe gud baʲ""।"
Tangail,rec_39_audio_66.wav,"মানে আমার আমি মনে আমার মনে মাঝেম আমার মনে হয় যে, আমার জীবনটাই একটা এ বিদাই দেওয়ার একটা","mane amar ami mone amar mone maɟʱem amar mone hɔʲ ɟe, amar ɟibɔnta͡i̯ ækta e bid̪a͡i̯ d̪e͡o̯ʷar ækta"
Tangail,rec_39_audio_67.wav,অভিনয় সবকিছু ছেড়ে দেওয়ার একটা অভিনয় কিন্তু যেটা সবচে বেশি আর কি পিড়া দেয় বা যন্ত্রণা দেয় সেটা হচ্ছে একটা মোমেন্ট এক যেটা মানে গুদবাই বলার একটা সময়।,obʱinɔʲ ʃɔbkicʰu cʰeɽe d̪e͡o̯ʷar ækta obʱinɔʲ kint̪u ɟeta ʃɔbce beʃi ar ki piɽa d̪eʲ ba ɟɔnt̪rona d̪eʲ ʃeta hoccʰe ækta moment æk ɟeta mane gud̪ba͡i̯ bɔlar ækta ʃɔmɔʲ।
Tangail,rec_39_audio_68.wav,যেটা আসলেও কেউ আসলে বইলা যায় না।,ɟeta aʃole͡o̯ ke͡u̯ aʃole bo͡i̯la ɟaʲ na।
Tangail,rec_39_audio_68.wav,"অর্থাৎ মানে বুঝাইছে এইরকম যে, আপনার প্রিয় জিনিস অথবা প্রিয় মানুষ, যার সাথে আপনার অনেকদিনের সম্পর্ক সে হয়তো চইলা যাইতেছে কিন্তু একটা সুন্দর গুডবাইও হয়তো","ɔrt̪ʰat̪ mane buɟʱa͡i̯cʰe e͡i̯rɔkom ɟe, apnar priʲo ɟiniʃ ɔt̪ʰoba priʲo manuʃ, ɟar ʃat̪ʰe apnar ɔnekd̪iner ʃɔmporko ʃe hɔʲt̪o cɔ͡i̯la ɟa͡i̯t̪ecʰe kint̪u ækta ʃund̪ɔr gudba͡i̯͡o̯ hɔʲt̪o"
Tangail,rec_06_audio_113.wav,দই খাইলে কিন্তু তুমি কিন্তু ভালো খাবার খাইলা।,d̪o͡i̯ kʰa͡i̯le kint̪u t̪umi kint̪u bʱalo kʰabar kʰa͡i̯la।
Tangail,rec_06_audio_113.wav,পঞ্চাশ ট্যাহাডা দা খাইলা ভ্যাকটি হুইদ্দা।,pɔncaʃ tæhada d̪a kʰa͡i̯la bʱækti hu͡i̯d̪d̪a।
Tangail,rec_06_audio_113.wav,তাই?,t̪a͡i̯?
Tangail,rec_06_audio_113.wav,তোমার আয় অবো না কার আয় অবো?,t̪omar aʲ ɔbo na kar aʲ ɔbo?
Tangail,rec_06_audio_113.wav,তোমার তুমি তুমি ই হবা।,t̪omar t̪umi t̪umi i hɔba।
Tangail,rec_06_audio_113.wav,"হে এইজন্যেই অনে ডাকে বলায় যে, আসুইন।","he e͡i̯ɟonne͡i̯ ɔne dake bɔlaʲ ɟe, aʃu͡i̯n।"
Tangail,rec_06_audio_113.wav,তুমি কি একটা দেখছো একটা মাস্টার মানুষ ও কোনোসময় না খাইয়া মরছে দেখছো?,t̪umi ki ækta d̪ekʰcʰo ækta mastar manuʃ o konosmɔʲ na kʰa͡i̯ʲa morcʰe d̪ekʰcʰo?
Tangail,rec_06_audio_113.wav,দ্যাখছো কোনো দিন?,d̪ækʰcʰo kono d̪in?
Tangail,rec_06_audio_113.wav,ও ফিটফিটায় চইলা যায়।,o pʰitpʰitaʲ cɔ͡i̯la ɟaʲ।
Tangail,rec_06_audio_113.wav,আর দ্যাকপা একটা মনে করো একটা মনে করো সাধারণ কামলা-জামলা মানুষ যারা, ar d̪ækpa ækta mone koro ækta mone koro ʃad̪ʱaron -ɟamla manuʃ ɟara
Tangail,rec_06_audio_114.wav,অর কয়বছর পরে দ্যাহা যাবো চিকিশশা করার ট্যাহা থাকে না।,ɔr kɔʲbɔcʰor pɔre d̪æha ɟabo cikiʃʃa kɔrar tæha t̪ʰake na।
Tangail,rec_06_audio_114.wav,এডা অসুখ হবো চিকিশশা করার ট্যাহা থাকে না।,eda ɔʃukʰ hɔbo cikiʃʃa kɔrar tæha t̪ʰake na।
Tangail,rec_06_audio_114.wav,কও চে কিয়েরে?,kɔ͡o̯ ce kiʲere?
Tangail,rec_06_audio_114.wav,কারণ অদের সেভিংস নাই।,karon ɔd̪er ʃebʱiŋs na͡i̯।
Tangail,rec_06_audio_114.wav,অর সেভিংস নাই তো।,ɔr ʃebʱiŋs na͡i̯ t̪o।
Tangail,rec_06_audio_114.wav,"<> অরা তো হিসাব অরা সুন্দর কইরা চলে যে হিসাব নিকাশ কইরা চলে যে কীভাবে চললে খ্যালা, তুমি মনে করো তোমারে আমি উদাহরণে বুঝাই।","<> ɔra t̪o hiʃab ɔra ʃund̪ɔr ko͡i̯ra cɔle ɟe hiʃab nikaʃ ko͡i̯ra cɔle ɟe kibʱabe colle kʰæla, t̪umi mone koro t̪omare ami ud̪ahɔrɔne buɟʱa͡i̯।"
Tangail,rec_06_audio_114.wav,এইযে হৃদয় বইয়া অইছে এনে তাই না?,e͡i̯ɟe rid̪ɔʲ bo͡i̯ʲa e͡i̯cʰe ene t̪a͡i̯ na?
Tangail,rec_06_audio_114.wav,হৃদয় বইয়া অইছে।,rid̪ɔʲ bo͡i̯ʲa e͡i̯cʰe।
Tangail,rec_06_audio_115.wav,পচুর ইনকাম অয়।,pocur inkam ɔʲ।
Tangail,rec_06_audio_115.wav,পচুর ইনকাম করে।,pocur inkam kore।
Tangail,rec_06_audio_115.wav,"তোমার চাইরডা <> ও যদি চালাইয়া যায়, ও যদি ব্যবসডা করতো নিয়মিত, ও কিন্তু ভালো বড়লোক হইয়া যাইতো।","t̪omar ca͡i̯rda <> o ɟod̪i cala͡i̯ʲa ɟaʲ, o ɟod̪i bæboʃda kort̪o niʲomit̪o, o kint̪u bʱalo boɽolok ho͡i̯ʲa ɟa͡i̯t̪o।"
Tangail,rec_06_audio_115.wav,ও আইগাইয়া যাইতো গা।,o a͡i̯ga͡i̯ʲa ɟa͡i̯t̪o ga।
Tangail,rec_06_audio_115.wav,কিন্তু ওই একদিন দোকানে ইনকাম করে তিন-চার দিন বইয়া থাকে।,kint̪u o͡i̯ ækd̪in d̪okane inkam kore t̪in-car d̪in bo͡i̯ʲa t̪ʰake।
Tangail,rec_06_audio_115.wav,পোলাপানের হাতে সঙ্গ দেয় হারাদিনই গুরে।,polapaner hat̪e ʃɔŋgo d̪eʲ harad̪ini gure।
Tangail,rec_06_audio_115.wav,দোকানে আসে অইলো এগারোডা বারোডার দিকে।,d̪okane aʃe ɔ͡i̯lo ægaroda barodar d̪ike।
Tangail,rec_06_audio_115.wav,হ্যাঁ?,hæ̃?
Tangail,rec_06_audio_115.wav,কারণ জমিদারি ভাব দোহাইয়া এনে থাকলে কাজ অবো?,karon ɟomid̪ari bʱab d̪oha͡i̯ʲa ene t̪ʰakle kaɟ ɔbo?
Tangail,rec_06_audio_115.wav,এইযে তোমার হাতে এহন আমরা এনেকা?,e͡i̯ɟe t̪omar hat̪e ehon amra eneka?
Tangail,rec_06_audio_115.wav,এবা কইরা তিনজন বইছি না এনু?,eba ko͡i̯ra t̪inɟɔn bo͡i̯cʰi na enu?
Tangail,rec_06_audio_115.wav,দ্যাহো না তিনজন বইছি না?,d̪æho na t̪inɟɔn bo͡i̯cʰi na?
Tangail,rec_06_audio_116.wav,এহন কিন্তু তোমারে আমি ডাক দা কিন্তু বহাইছি এইডা কিন্তু দিনে আমি তোমারে কিন্তু ঘোন্টার পর ঘোন্টা দুইজন কিন্তু বইয়া থাকমু।,ehon kint̪u t̪omare ami dak d̪a kint̪u bɔha͡i̯cʰi e͡i̯da kint̪u d̪ine ami t̪omare kint̪u gʱontar pɔr gʱonta d̪u͡i̯ɟɔn kint̪u bo͡i̯ʲa t̪ʰakmu।
